page|134
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|170,634,023.65|100,010,701.71
page|135
结算备付金||
拆出资金||
交易性金融资产|458,892,238.04|40,010,372.20
衍生金融资产||
应收票据|130,381,718.09|
应收账款|17,083,944.02|14,044,210.12
应收款项融资|51,158,445.05|132,154,909.83
预付款项|9,814,959.16|10,885,095.76
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|620,552.27|1,766,108.28
其中：应收利息||
应收股利||
买入返售金融资产||
存货|81,127,222.85|69,063,064.91
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|235,654,633.11|16,809,848.00
流动资产合计|1,155,367,736.24|384,744,310.81
非流动资产：||
发放贷款和垫款||
债权投资|61,383,959.80|10,000,000.00
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|230,549,599.10|223,137,278.88
在建工程|12,276,837.91|4,903,555.53
生产性生物资产||
油气资产||
page|136
使用权资产||
无形资产|103,085,932.06|99,503,370.60
开发支出||
商誉||
长期待摊费用||
递延所得税资产|2,182,086.37|2,182,592.35
其他非流动资产|35,798,745.97|3,673,691.13
非流动资产合计|445,277,161.21|343,400,488.49
资产总计|1,600,644,897.45|728,144,799.30
流动负债：||
短期借款|75,420,192.97|36,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|23,631,703.48|17,323,515.34
预收款项||
合同负债|30,321,238.49|20,363,437.58
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|7,191,187.44|7,051,953.15
应交税费|8,219,527.72|3,614,029.82
其他应付款|11,028,666.74|3,257,634.92
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|140,000.00|
其他流动负债|44,122,120.40|22,754,397.87
流动负债合计|200,074,637.24|110,364,968.68
page|137
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|560,000.00|
长期应付职工薪酬||
预计负债||
递延收益|42,452,579.86|37,114,908.59
递延所得税负债|1,129,821.24|703,588.44
其他非流动负债||
非流动负债合计|44,142,401.10|37,818,497.03
负债合计|244,217,038.34|148,183,465.71
所有者权益：||
股本|106,670,000.00|80,000,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|684,607,114.13|171,245,131.05
减：库存股||
其他综合收益||
专项储备|11,890,874.62|12,112,915.38
盈余公积|51,346,719.51|38,304,120.40
一般风险准备||
未分配利润|498,334,213.64|269,765,087.74
归属于母公司所有者权益合计|1,352,848,921.90|571,427,254.57
少数股东权益|3,578,937.21|8,534,079.02
所有者权益合计|1,356,427,859.11|579,961,333.59
负债和所有者权益总计|1,600,644,897.45|728,144,799.30
