page|106
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||295,586,383.25|305,230,063.48
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
page|107
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|182,099,048.68|166,518,464.24
经营活动现金流入小计||477,685,431.93|471,748,527.72
购买商品、接受劳务支付的现金||124,822,446.12|154,331,548.32
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||36,974,590.15|37,811,225.74
支付的各项税费||35,712,611.60|30,117,272.56
支付其他与经营活动有关的现金|七、78|119,048,075.39|178,782,364.77
经营活动现金流出小计||316,557,723.26|401,042,411.39
经营活动产生的现金流量净额||161,127,708.67|70,706,116.33
二、投资活动产生的现金流量：|||
收回投资收到的现金|||54,140,000.00
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||1,472,600.00|17,315,120.54
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|10,200,000.00|
投资活动现金流入小计||11,672,600.00|71,455,120.54
购建固定资产、无形资产和其他长期资产支付的现金||94,656,288.13|37,462,257.79
投资支付的现金||59,840,000.00|54,140,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|14,800,000.00|
page|108
投资活动现金流出小计||169,296,288.13|91,602,257.79
投资活动产生的现金流量净额||-157,623,688.13|-20,147,137.25
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||112,100,000.00|102,000,000.00
收到其他与筹资活动有关的现金|七、78|7,045,000.00|93,580,000.00
筹资活动现金流入小计||119,145,000.00|195,580,000.00
偿还债务支付的现金||143,500,000.00|125,100,000.00
分配股利、利润或偿付利息支付的现金||6,080,532.32|9,249,790.42
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|39,915,000.00|65,861,666.67
筹资活动现金流出小计||189,495,532.32|200,211,457.09
筹资活动产生的现金流量净额||-70,350,532.32|-4,631,457.09
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额  七、79||-66,846,511.78|45,927,521.99
加：期初现金及现金等价物余额|七、79|86,554,226.79|40,626,704.80
六、期末现金及现金等价物余额  七、79||19,707,715.01|86,554,226.79
