page|100
项目|附注|2020 年度|2019 年度
一、营业总收入||3,863,454,559.62|3,433,964,466.78
其中：营业收入|七、61|3,863,454,559.62|3,433,964,466.78
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,262,420,292.98|2,970,099,980.15
其中：营业成本|七、61|2,775,538,358.87|2,493,406,922.77
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|16,325,174.09|13,965,723.60
销售费用|七、63|15,597,466.64|11,669,208.39
管理费用|七、64|289,300,447.43|289,830,757.09
研发费用|七、65|75,864,069.38|71,294,067.75
财务费用|七、66|89,794,776.57|89,933,300.55
其中：利息费用||59,479,694.62|79,782,523.05
利息收入||7,801,288.01|6,136,888.99
加：其他收益|七、67|6,585,465.91|2,616,792.48
投资收益（损失以“－”号填列）|七、68|-32,479,098.27|99,251.65
其中：对联营企业和合营企业的投资收益||-29,983,231.13|
以摊余成本计量的金融资产终止确认收益||-340,142.22|
page|101
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|七、69||
公允价值变动收益（损失以“－”号填列）|七、70|1,181,409.35|-1,497,127.90
信用减值损失（损失以“-”号填列）|七、71|-75,732,931.36|-44,396,596.19
资产减值损失（损失以“-”号填列）|七、72|4,040,232.15|1,510,524.38
资产处置收益（损失以“－”号填列）|七、73|-782,107.35|-145,234.17
三、营业利润（亏损以“－”号填列）||503,847,237.07|422,052,096.88
加：营业外收入|七、74|1,850,675.35|3,932,352.53
减：营业外支出|七、75|7,310,706.22|10,638,971.29
四、利润总额（亏损总额以“－”号填列）||498,387,206.20|415,345,478.12
减：所得税费用|七、76|140,128,809.92|108,102,082.36
五、净利润（净亏损以“－”号填列）||358,258,396.28|307,243,395.76
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||358,258,396.28|307,243,395.76
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||365,275,211.97|309,567,849.86
2.少数股东损益（净亏损以“-”号填列）||-7,016,815.69|-2,324,454.10
六、其他综合收益的税后净额|七、77|-68,421,101.11|-26,256,890.75
（一）归属母公司所有者的其他综合收益的税后净额||-68,421,101.11|-26,256,890.75
1．不能重分类进损益的其他综合收益||10,125,355.27|-40,401,562.50
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||10,125,355.27|-40,401,562.50
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-78,546,456.38|14,144,671.75
（1）权益法下可转损益的其他综合收益|||
page|102
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-78,546,456.38|14,144,671.75
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||289,837,295.17|280,986,505.01
（一）归属于母公司所有者的综合收益总额||296,854,110.86|283,310,959.11
（二）归属于少数股东的综合收益总额||-7,016,815.69|-2,324,454.10
八、每股收益：|||
（一）基本每股收益(元/股)||0.63|0.53
（二）稀释每股收益(元/股)||0.63|0.53
