page|175
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||612,574,592.41|573,474,530.04
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|12,787,289.60|37,927,426.13
经营活动现金流入小计||625,361,882.01|611,401,956.17
购买商品、接受劳务支付的现金||52,054,570.03|40,569,690.65
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||131,038,548.94|125,294,752.84
支付的各项税费||83,519,433.39|88,141,594.22
page|176
支付其他与经营活动有关的现金|七、78|208,192,336.18|240,032,734.69
经营活动现金流出小计||474,804,888.54|494,038,772.40
经营活动产生的现金流量净额||150,556,993.47|117,363,183.77
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||20,637,337.59|17,880,835.04
处置固定资产、无形资产和其他长期资产收回的现金净额||582.11|600.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|2,208,000,000.00|2,465,000,000.00
投资活动现金流入小计||2,228,637,919.70|2,482,881,435.04
购建固定资产、无形资产和其他长期资产支付的现金||83,786,889.83|23,681,519.08
投资支付的现金||60,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|2,418,000,000.00|2,465,000,000.00
投资活动现金流出小计||2,561,786,889.83|2,488,681,519.08
投资活动产生的现金流量净额||-333,148,970.13|-5,800,084.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,038,274,635.43
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||1,038,274,635.43
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||89,731,968.00|44,865,984.00
page|177
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78||10,989,947.82
筹资活动现金流出小计||89,731,968.00|55,855,931.82
筹资活动产生的现金流量净额||-89,731,968.00|982,418,703.61
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-272,323,944.66|1,093,981,803.34
加：期初现金及现金等价物余额||1,287,033,687.71|193,051,884.37
六、期末现金及现金等价物余额||1,014,709,743.05|1,287,033,687.71
