page|68
项目|附注|2019 年度|2018 年度
一、营业总收入|||13,497,955,666.43  16,035,871,981.86
其中：营业收入|||13,497,955,666.43  16,035,871,981.86
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||13,552,652,890.49  16,004,118,167.64
其中：营业成本|||13,410,751,603.33  15,891,847,903.46
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||10,609,060.67|8,189,244.05
销售费用||15,628,343.20|20,921,248.12
管理费用||69,201,892.93|70,454,274.03
研发费用|||
财务费用||46,461,990.36|12,705,497.98
其中：利息费用||70,692,946.94|66,208,198.03
利息收入||30,683,585.65|57,923,987.90
加：其他收益||3,798,443.08|13,017,775.34
投资收益（损失以“－”号填列）||47,972,678.76|51,298,379.82
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-4,285,199.64|12,462,470.47
page|69
信用减值损失（损失以“-”号填列）||864,870.52|
资产减值损失（损失以“-”号填列）||8,240,169.67|332,739.53
资产处置收益（损失以“－”号填列）||-9,408.23|-1,420,691.18
三、营业利润（亏损以“－”号填列）||1,884,330.10|107,444,488.20
加：营业外收入||8,911,826.66|4,493,079.62
减：营业外支出||1,321,910.79|-1,371,970.88
四、利润总额（亏损总额以“－”号填列）||9,474,245.97|113,309,538.70
减：所得税费用||4,025,351.31|20,823,039.42
五、净利润（净亏损以“－”号填列）||5,448,894.66|92,486,499.28
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||3,180,976.37|76,045,422.45
2.终止经营净利润（净亏损以“－”号填列）||2,267,918.29|16,441,076.83
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||6,549,132.51|63,528,717.90
2.少数股东损益（净亏损以“-”号填列）||-1,100,237.85|28,957,781.38
六、其他综合收益的税后净额||4,493,100.87|13,951,956.35
（一）归属母公司所有者的其他综合收益的税后净额||3,340,025.65|10,386,264.90
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||3,340,025.65|10,386,264.90
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流|||
page|70
量套期损益的有效部分）|||
（8）外币财务报表折算差额||3,340,025.65|10,386,264.90
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||1,153,075.22|3,565,691.45
七、综合收益总额||9,941,995.53|106,438,455.63
（一）归属于母公司所有者的综合收益总额||9,889,158.16|73,914,982.80
（二）归属于少数股东的综合收益总额||52,837.37|32,523,472.83
八、每股收益：|||
（一）基本每股收益(元/股)||0.0162|0.1483
（二）稀释每股收益(元/股)||0.0162|0.1483
