page|118
项目|附注|2021 年度|2020 年度
一、营业总收入||1,052,408,590.87|785,382,728.73
其中：营业收入|七、61|1,052,408,590.87|785,382,728.73
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||789,486,290.48|598,405,605.97
其中：营业成本|七、61|460,671,485.71|353,993,834.56
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|4,224,031.73|2,399,238.55
销售费用|七、63|42,808,535.00|17,381,855.44
管理费用|七、64|102,752,632.63|79,073,521.00
研发费用|七、65|173,289,567.70|140,844,449.37
财务费用|七、66|5,740,037.71|4,712,707.05
其中：利息费用||9,696,087.11|2,042,826.27
利息收入||909,726.74|9,459,983.51
加：其他收益|七、67|5,737,787.94|10,893,511.62
投资收益（损失以“－”号填列）|七、68|9,231,401.53|3,547,005.18
其中：对联营企业和合营企业的投资收益||-9,236,062.36|-2,242,587.47
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|789,746.87|44,383.57
信用减值损失（损失以“-”号填列）|七、71|-10,300,902.91|997,083.62
资产减值损失（损失以“-”号填列）|七、72|-9,395,524.43|-9,394,821.85
资产处置收益（损失以“－”号填列）|七、73|6,296.84|
三、营业利润（亏损以“－”号填列）||258,991,106.23|193,064,284.90
加：营业外收入|七、74|106,941.97|206,172.66
减：营业外支出|七、75|1,642,981.71|1,949,929.06
page|119
四、利润总额（亏损总额以“－”号填列）||257,455,066.49|191,320,528.50
减：所得税费用|七、76|19,897,249.74|21,958,619.17
五、净利润（净亏损以“－”号填列）||237,557,816.75|169,361,909.33
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||237,557,816.75|169,361,909.33
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||243,951,048.34|169,882,429.66
2.少数股东损益（净亏损以“-”号填列）||-6,393,231.59|-520,520.33
六、其他综合收益的税后净额|七、77|-1,025,212.69|-17,568,831.75
（一）归属母公司所有者的其他综合收益的税后净额||-1,025,212.69|-17,568,831.75
1．不能重分类进损益的其他综合收益||-773,780.91|-15,558,179.53
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-773,780.91|-15,558,179.53
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-251,431.78|-2,010,652.22
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-251,431.78|-2,010,652.22
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||236,532,604.06|151,793,077.58
（一）归属于母公司所有者的综合收益总额||242,925,835.65|152,313,597.91
（二）归属于少数股东的综合收益总额||-6,393,231.59|-520,520.33
八、每股收益：|||
（一）基本每股收益(元/股)||0.60|0.41
（二）稀释每股收益(元/股)||0.60|0.41
