page|111
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|585,039,000.45|400,671,448.49
结算备付金||
拆出资金||
交易性金融资产||100,000,000.00
衍生金融资产||
应收票据|4,965,901.20|
应收账款|378,833,826.84|350,384,594.82
应收款项融资||
预付款项|19,115,397.32|34,463,024.13
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|10,714,486.80|3,863,750.72
其中：应收利息||
应收股利||
page|112
买入返售金融资产||
存货|354,705,452.51|218,094,522.85
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|80,243,890.74|50,957,952.49
流动资产合计|1,433,617,955.86|1,158,435,293.50
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|12,746,665.72|7,294,952.46
其他权益工具投资||
其他非流动金融资产|3,250,000.00|3,250,000.00
投资性房地产||
固定资产|993,834,856.22|756,424,968.44
在建工程|70,585,859.62|139,884,449.44
生产性生物资产||
油气资产||
使用权资产|193,233,118.19|
无形资产|95,482,348.76|102,666,361.63
开发支出||
商誉|617,678,283.00|617,678,283.00
长期待摊费用|17,653,630.95|11,251,577.82
递延所得税资产|16,734,990.14|9,084,834.15
其他非流动资产|4,320,399.37|25,800,138.00
非流动资产合计|2,025,520,151.97|1,673,335,564.94
资产总计|3,459,138,107.83|2,831,770,858.44
流动负债：||
短期借款|110,946,720.97|13,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
page|113
衍生金融负债||
应付票据|39,000,000.00|50,000,000.00
应付账款|337,714,975.39|348,880,528.52
预收款项||
合同负债|79,668,707.95|52,600,153.11
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|44,190,794.13|48,893,330.26
应交税费|18,795,731.74|18,504,509.09
其他应付款|2,780,165.03|7,274,735.44
其中：应付利息||773,671.65
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|58,269,071.61|43,502,417.42
其他流动负债|28,874,390.95|16,056,804.62
流动负债合计|720,240,557.77|598,712,478.46
非流动负债：||
保险合同准备金||
长期借款|281,234,318.04|171,688,615.98
应付债券||
其中：优先股||
永续债||
租赁负债|190,004,895.82|
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|11,980,010.00|14,923,640.00
递延所得税负债|640,788.14|1,080,658.95
其他非流动负债||
非流动负债合计|483,860,012.00|187,692,914.93
page|114
负债合计|1,204,100,569.77|786,405,393.39
所有者权益：||
股本|295,455,913.00|295,468,065.00
其他权益工具||
其中：优先股||
永续债||
资本公积|848,405,910.27|848,405,244.92
减：库存股||1,029,331.86
其他综合收益|-201,752.30|-201,752.30
专项储备||
盈余公积|117,134,878.01|88,605,358.33
一般风险准备||
未分配利润|967,044,854.95|792,844,775.47
归属于母公司所有者权益合计|2,227,839,803.93|2,024,092,359.56
少数股东权益|27,197,734.13|21,273,105.49
所有者权益合计|2,255,037,538.06|2,045,365,465.05
负债和所有者权益总计|3,459,138,107.83|2,831,770,858.44
