page|49
项目|附注|2019 年度|2018 年度
一、营业总收入||41,432,671.34|47,988,330.75
其中：营业收入|七（59）|41,432,671.34|47,988,330.75
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||62,250,335.93|61,392,261.63
其中：营业成本|七（59）|11,365,014.69|7,622,255.11
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七（60）|1,070,250.07|1,341,324.66
销售费用|||
管理费用|七（62）|41,576,841.01|53,086,017.66
研发费用|||
财务费用|七（64）|8,238,230.16|-657,335.80
其中：利息费用||7,826,313.46|14,516,801.34
利息收入||278,291.39|790,046.59
加：其他收益|七（65）|71,794.12|153,214.42
page|50
投资收益（损失以“－”号填列）|七（66）|35,987,303.97|92,608,809.04
其中：对联营企业和合营企业的投资收益||3,565,136.10|-521,054.79
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
|公允价值变动收益（损失以“－”号填列）  七（68）|34,116,101.34|-2,782,100.18
信用减值损失（损失以“-”号填列）|七（69）|-20,841,352.45|
资产减值损失（损失以“-”号填列）|七（70）||-9,064,197.42
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||28,516,182.39|67,511,794.98
加：营业外收入|七（72）|52,121.67|
减：营业外支出|七（73）|969,535.47|125,578.16
四、利润总额（亏损总额以“－”号填列）||27,598,768.59|67,386,216.82
减：所得税费用|七（74）|-10,167,996.19|2,180,635.95
五、净利润（净亏损以“－”号填列）||37,766,764.78|65,205,580.87
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||37,766,764.78|63,720,576.33
2.终止经营净利润（净亏损以“－”号填列）|七（75）||1,485,004.54
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||38,398,424.43|65,020,002.14
2.少数股东损益（净亏损以“-”号填列）||-631,659.65|185,578.73
六、其他综合收益的税后净额|七（76）|6,039,135.44|-111,733,275.41
（一）归属母公司所有者的其他综合收益的税后净额||6,039,135.44|-111,756,039.22
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||6,039,135.44|-111,756,039.22
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-113,409,701.59
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||6,039,135.44|1,653,662.37
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||22,763.81
七、综合收益总额||43,805,900.22|-46,527,694.54
page|51
（一）归属于母公司所有者的综合收益总额||44,437,559.87|-46,736,037.08
（二）归属于少数股东的综合收益总额||-631,659.65|208,342.54
八、每股收益：|||
（一）基本每股收益(元/股)||0.05|0.09
（二）稀释每股收益(元/股)||0.05|0.09
