page|74
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||9,952,382,606.08|8,900,309,585.57
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||410,979,972.92|336,329,820.86
收到其他与经营活动有关的现金||88,101,534.07|62,582,888.51
经营活动现金流入小计||10,451,464,113.07|9,299,222,294.94
购买商品、接受劳务支付的现金||7,462,006,915.88|6,356,355,652.13
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||737,438,706.37|733,038,118.37
支付的各项税费||289,740,911.80|331,354,875.37
支付其他与经营活动有关的现金||584,766,576.63|508,319,151.92
经营活动现金流出小计||9,073,953,110.68|7,929,067,797.79
经营活动产生的现金流量净额||1,377,511,002.39|1,370,154,497.15
二、投资活动产生的现金流量：|||
收回投资收到的现金||10,300,359.95|1,725,000,000.00
取得投资收益收到的现金||974,994.59|65,490,521.41
处置固定资产、无形资产和其他长期资产收回的现金净额||714,368.26|2,875,912.47
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||46,527,459.92|405,774,988.03
投资活动现金流入小计||58,517,182.72|2,199,141,421.91
购建固定资产、无形资产和其他长||1,162,288,399.92|781,845,833.96
page|75
期资产支付的现金|||
投资支付的现金|||235,300,359.95
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||67,872,718.21|
支付其他与投资活动有关的现金||6,104,800.55|50,735,715.74
投资活动现金流出小计||1,236,265,918.68|1,067,881,909.65
投资活动产生的现金流量净额||-1,177,748,735.96|1,131,259,512.26
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,510,930,722.23|1,673,221,889.87
收到其他与筹资活动有关的现金||43,099,941.00|23,605,370.00
筹资活动现金流入小计||1,554,030,663.23|1,696,827,259.87
偿还债务支付的现金||1,850,507,823.53|1,267,074,388.00
分配股利、利润或偿付利息支付的现金||247,194,166.25|672,003,459.47
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||80,441,352.53|1,714,495,976.36
筹资活动现金流出小计||2,178,143,342.31|3,653,573,823.83
筹资活动产生的现金流量净额||-624,112,679.08|-1,956,746,563.96
四、汇率变动对现金及现金等价物的影响||-56,932,123.88|2,358,696.31
五、现金及现金等价物净增加额||-481,282,536.53|547,026,141.76
加：期初现金及现金等价物余额||2,240,552,495.32|1,693,526,353.56
六、期末现金及现金等价物余额||1,759,269,958.79|2,240,552,495.32
