page|65
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,138,048,035.55|1,672,445,214.30
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||81,467,875.03|17,297,680.44
收到其他与经营活动有关的现金||307,871,683.92|165,802,313.79
经营活动现金流入小计||2,527,387,594.50|1,855,545,208.53
购买商品、接受劳务支付的现金||785,199,948.51|784,124,658.87
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|66
支付保单红利的现金|||
支付给职工及为职工支付的现金||201,812,212.72|167,067,142.53
支付的各项税费||259,550,232.62|120,284,907.07
支付其他与经营活动有关的现金||80,605,509.48|99,809,992.77
经营活动现金流出小计||1,327,167,903.33|1,171,286,701.24
经营活动产生的现金流量净额||1,200,219,691.17|684,258,507.29
二、投资活动产生的现金流量：|||
收回投资收到的现金||51,800,000.00|415,000,000.00
取得投资收益收到的现金||522,521.78|1,654,670.82
处置固定资产、无形资产和其他长期资产收回的现金净额||470,656.50|443,893.90
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||52,793,178.28|417,098,564.72
购建固定资产、无形资产和其他长期资产支付的现金||332,996,344.66|219,732,980.02
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||540,181,140.72
支付其他与投资活动有关的现金||51,800,000.00|89,108,002.12
投资活动现金流出小计||384,796,344.66|849,022,122.86
投资活动产生的现金流量净额||-332,003,166.38|-431,923,558.14
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,366,725.73|680,673.96
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||90,000,000.00|2,201,668,980.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||93,366,725.73|2,202,349,653.96
偿还债务支付的现金||202,000,000.00|1,309,058,380.00
分配股利、利润或偿付利息支付的现金||410,262,403.22|271,264,016.03
其中：子公司支付给少数股东的股利、利润||127,977,502.29|
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||612,262,403.22|1,580,322,396.03
筹资活动产生的现金流量净额||-518,895,677.49|622,027,257.93
四、汇率变动对现金及现金等价||18,425,985.48|185,072,024.84
page|67
物的影响|||
五、现金及现金等价物净增加额||367,746,832.78|1,059,434,231.92
加：期初现金及现金等价物余额||2,033,622,570.13|974,188,338.21
六、期末现金及现金等价物余额||2,401,369,402.91|2,033,622,570.13
