page|97
项目 附注 2021年度 2020年度|||
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||16,258,743,014.97|15,750,900,125.73
收到的税费返还||10,390,581.75|52,919.07
收到其他与经营活动有关的现金|七、55|2,773,716,770.51|2,804,927,672.72
经营活动现金流入小计||19,042,850,367.23|18,555,880,717.52
购买商品、接受劳务支付的现金||12,967,837,183.07|12,544,583,280.52
支付给职工及为职工支付的现金||736,213,427.70|655,220,764.56
支付的各项税费||706,482,435.24|588,710,990.86
支付其他与经营活动有关的现金|七、55|3,354,581,304.01|3,431,731,764.68
经营活动现金流出小计||17,765,114,350.02|17,220,246,800.62
经营活动产生的现金流量净额||1,277,736,017.21|1,335,633,916.90
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,974,287.75|943,777.17
取得投资收益收到的现金||3,654,221.19|1,288,733.83
处置固定资产、无形资产和其他长期资产收回的现金净额||445,329.63|144,624.33
处置子公司及其他营业单位收到的现金净额|||318,236,753.06
收到其他与投资活动有关的现金|||
投资活动现金流入小计||7,073,838.57|320,613,888.39
购建固定资产、无形资产和其他长期资产支付的现金||382,828,400.04|407,698,664.31
投资支付的现金||77,466,553.32|664,948,360.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||460,294,953.36|1,072,647,024.31
投资活动产生的现金流量净额||-453,221,114.79|-752,033,135.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||25,200.00
其中：子公司吸收少数股东投资收到的现金|||25,200.00
取得借款收到的现金||8,618,358,882.00|7,078,000,000.00
收到其他与筹资活动有关的现金|||500,000,000.00
筹资活动现金流入小计||8,618,358,882.00|7,578,025,200.00
偿还债务支付的现金||8,832,500,000.00|7,531,000,000.00
分配股利、利润或偿付利息支付的现金||805,649,801.20|637,712,977.84
其中：子公司支付给少数股东的股利、利润||265,888,794.38|114,693,012.62
支付其他与筹资活动有关的现金|七、55|67,817,072.18|
筹资活动现金流出小计||9,705,966,873.38|8,168,712,977.84
筹资活动产生的现金流量净额||-1,087,607,991.38|-590,687,777.84
四、汇率变动对现金及现金等价物的影响||-226,452.85|-132,679.76
五、现金及现金等价物净增加额||-263,319,541.81|-7,219,676.62
加：期初现金及现金等价物余额||1,209,701,770.79|1,216,921,447.41
六、期末现金及现金等价物余额||946,382,228.98|1,209,701,770.79
