page|109
项目|附注|2021 年度|2020 年度
一、营业总收入||753,171,012.92|429,298,727.26
其中：营业收入|七、61|753,171,012.92|429,298,727.26
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||595,604,906.69|340,407,231.07
其中：营业成本|七、61|429,325,476.44|267,478,601.72
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|5,013,574.01|1,834,043.88
销售费用|七、63|10,392,813.33|5,229,643.77
管理费用|七、64|26,401,846.26|14,558,825.46
研发费用|七、65|131,737,391.21|58,601,676.52
财务费用|七、66|-7,266,194.56|-7,295,560.28
其中：利息费用||288,077.05|
利息收入||7,717,673.72|8,018,722.62
加：其他收益|七、67|34,893,968.46|12,696,821.64
投资收益（损失以“－”号填列）|七、68|17,301,904.26|3,701,233.66
其中：对联营企业和合营企业的投资收益||-181,520.08|
以摊余成本计量的金融资产终止确认收益|||
page|110
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|319,651.30|
信用减值损失（损失以“-”号填列）|七、71|2,092,276.35|-2,051,457.93
资产减值损失（损失以“-”号填列）|七、72|-282,552.90|-2,579,735.14
资产处置收益（损失以“－”号填列）|七、73|18,181.23|-40,786.97
三、营业利润（亏损以“－”号填列）||211,909,534.93|100,617,571.45
加：营业外收入|七、74|59,478.27|5,159,211.10
减：营业外支出|七、75|75,400.56|269,329.84
四、利润总额（亏损总额以“－”号填列）||211,893,612.64|105,507,452.71
减：所得税费用|七、76|10,756,161.17|5,771,241.54
五、净利润（净亏损以“－”号填列）||201,137,451.47|99,736,211.17
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||201,137,451.47|99,736,211.17
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||201,280,924.67|99,736,211.17
2.少数股东损益（净亏损以“-”号填列）||-143,473.20|
六、其他综合收益的税后净额||-12,285.46|-21,878.94
（一）归属母公司所有者的其他综合收益的税后净额||-12,285.46|-21,878.94
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-12,285.46|-21,878.94
（1）权益法下可转损益的其他综合收益|||
page|111
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-12,285.46|-21,878.94
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||201,125,166.01|99,714,332.23
（一）归属于母公司所有者的综合收益总额||201,268,639.21|99,714,332.23
（二）归属于少数股东的综合收益总额||-143,473.20|
八、每股收益：|||
（一）基本每股收益(元/股)||1.78|1.04
（二）稀释每股收益(元/股)||1.78|1.04
