page|73
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|2,414,041,852.71|1,635,060,128.20
page|74
结算备付金|||
拆出资金|||
交易性金融资产|七、2||30,000,000.00
衍生金融资产|||
应收票据|七、3|653,659,982.01|116,587,016.29
应收账款|七、4|688,450,101.93|960,075,712.95
应收款项融资|七、5|483,161,209.04|725,731,463.75
预付款项|七、6|230,058,619.30|215,205,075.13
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、7|10,473,050.19|10,065,804.12
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、8|1,297,788,469.07|1,240,329,611.02
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、9|227,077,887.10|79,188,477.25
流动资产合计||6,004,711,171.35|5,012,243,288.71
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、10|476,571,667.23|75,716,719.00
其他权益工具投资|七、11||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、12|7,248,200,903.72|7,146,185,337.26
在建工程|七、13|391,402,948.34|632,440,117.59
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、14|609,655,313.52|613,563,221.14
开发支出|||
商誉|||
长期待摊费用|七、15|2,758,737.18|1,030,484.40
递延所得税资产|七、16|24,298,104.32|28,337,216.44
其他非流动资产|七、17|146,656,856.93|192,449,907.98
非流动资产合计||8,899,544,531.24|8,689,723,003.81
资产总计||14,904,255,702.59|13,701,966,292.52
流动负债：|||
短期借款|七、18|2,493,975,143.61|2,457,489,455.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、19|546,396,931.84|134,940,906.93
page|75
应付账款|七、20|1,861,901,728.87|1,591,619,751.69
预收款项|||240,046,066.18
合同负债|七、21|305,350,910.88|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、22|157,459,545.73|170,626,884.92
应交税费|七、23|180,652,697.34|185,163,539.43
其他应付款|七、24|113,999,390.20|109,766,138.52
其中：应付利息|||
应付股利|七、24.1||8,070,000.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、25|109,407,257.43|108,728,673.39
其他流动负债|七、26|39,550,033.27|
流动负债合计||5,808,693,639.17|4,998,381,416.06
非流动负债：|||
保险合同准备金|||
长期借款|七、27|86,120,999.97|162,196,499.97
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、28|132,567,505.24|134,216,342.86
递延所得税负债|七、16|24,835,209.89|12,875,271.41
其他非流动负债|||
非流动负债合计||243,523,715.10|309,288,114.24
负债合计||6,052,217,354.27|5,307,669,530.30
所有者权益（或股东权益）：|||
实收资本（或股本）|七、29|1,167,561,419.00|1,167,561,419.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、30|2,296,658,001.96|2,296,658,001.96
减：库存股|||
其他综合收益|||
专项储备|七、31|92,555,050.43|77,338,791.94
盈余公积|七、32|848,170,351.29|722,789,558.22
一般风险准备|||
未分配利润|七、33|4,314,366,296.93|3,947,622,720.96
归属于母公司所有者权益（或股东权益）合计||8,719,311,119.61|8,211,970,492.08
少数股东权益||132,727,228.71|182,326,270.14
所有者权益（或股东权益）合计||8,852,038,348.32|8,394,296,762.22
page|76
负债和所有者权益（或股东权益）总计||14,904,255,702.59|13,701,966,292.52
