page|75
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,537,259,771.10|1,606,855,161.76
客户存款和同业存放款项净增加额||-|-
向中央银行借款净增加额||-|-
向其他金融机构拆入资金净增加额||-|-
收到原保险合同保费取得的现金||-|-
收到再保业务现金净额||-|-
保户储金及投资款净增加额||-|-
page|76
收取利息、手续费及佣金的现金||-|-
拆入资金净增加额||-|-
回购业务资金净增加额||-|-
代理买卖证券收到的现金净额||-|-
收到的税费返还||13,334,181.36|2,565,450.37
收到其他与经营活动有关的现金|七、57、（1）|321,946,471.67|303,391,329.91
经营活动现金流入小计||1,872,540,424.13|1,912,811,942.04
购买商品、接受劳务支付的现金||864,776,196.30|768,974,739.03
客户贷款及垫款净增加额||-|-
存放中央银行和同业款项净增加额||-|-
支付原保险合同赔付款项的现金||-|-
拆出资金净增加额||-|-
支付利息、手续费及佣金的现金||-|-
支付保单红利的现金||-|-
支付给职工及为职工支付的现金||547,494,966.31|554,585,254.12
支付的各项税费||153,307,974.13|134,683,594.19
支付其他与经营活动有关的现金|七、57、（2）|541,599,804.47|337,860,896.02
经营活动现金流出小计||2,107,178,941.21|1,796,104,483.36
经营活动产生的现金流量净额||-234,638,517.08|116,707,458.68
二、投资活动产生的现金流量：|||
收回投资收到的现金||42,266,240.00|300,000,000.00
取得投资收益收到的现金||17,811,105.40|29,938,061.54
处置固定资产、无形资产和其他长期资产收回的现金净额||470,455.46|1,517,397.30
处置子公司及其他营业单位收到的现金净额||-|15,352,181.84
收到其他与投资活动有关的现金||-|4,421,803.10
投资活动现金流入小计||60,547,800.86|351,229,443.78
购建固定资产、无形资产和其他长期资产支付的现金||120,555,321.03|62,207,606.87
投资支付的现金||18,917,021.02|58,343,100.00
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金|七、57、（3）|-|300,515.00
投资活动现金流出小计||139,472,342.05|120,851,221.87
投资活动产生的现金流量净额||-78,924,541.19|230,378,221.91
page|77
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,800,000.00|527,825,298.46
其中：子公司吸收少数股东投资收到的现金||1,800,000.00|2,700,000.00
取得借款收到的现金||293,059,636.04|142,251,413.32
收到其他与筹资活动有关的现金||-|-
筹资活动现金流入小计||294,859,636.04|670,076,711.78
偿还债务支付的现金||86,592,088.00|93,071,007.00
分配股利、利润或偿付利息支付的现金||66,089,771.11|66,873,475.22
其中：子公司支付给少数股东的股利、利润||19,958,718.30|14,100,466.74
支付其他与筹资活动有关的现金|七、57、（4）|15,534,236.09|514,570,849.95
筹资活动现金流出小计||168,216,095.20|674,515,332.17
筹资活动产生的现金流量净额||126,643,540.84|-4,438,620.39
四、汇率变动对现金及现金等价物的影响||-231,525.00|-702,133.49
五、现金及现金等价物净增加额||-187,151,042.43|341,944,926.71
加：期初现金及现金等价物余额||2,009,803,205.40|1,667,858,278.69
六、期末现金及现金等价物余额||1,822,652,162.97|2,009,803,205.40
