page|76
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七(1)|1,372,221,708|1,385,944,300
结算备付金|||
拆出资金|||
交易性金融资产|七(2)|25,900,000|13,120,000
衍生金融资产|||
应收票据|||
应收账款|七(5)|1,149,981,782|1,072,863,124
应收款项融资|七(6)|17,621,353|10,100,530
预付款项|七(7)|427,628,595|419,907,836
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七(8)|80,923,914|62,368,533
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七(9)|2,386,848,266|1,988,142,448
合同资产|||
持有待售资产|||
一年内到期的非流动资产|七(12)|31,800,075|23,031,596
其他流动资产|七(13)|141,748,646|100,342,617
流动资产合计||5,634,674,339|5,075,820,984
非流动资产：|||
发放贷款和垫款|||
债权投资|七(14)|3,900,000|10,000,000
其他债权投资|||
长期应收款|七(16)|67,256,503|63,614,895
长期股权投资|七(17)|63,759,166|37,399,732
page|77
其他权益工具投资|七(18)|65,980,000|65,980,000
其他非流动金融资产|七(19)|84,069,900|
投资性房地产|七(20)|347,501,160|309,921,887
固定资产|七(21)|1,000,169,850|902,110,807
在建工程|七(22)|80,468,185|91,136,572
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七(26)|431,522,294|433,784,255
开发支出|七(27)|1,407,774|1,407,774
商誉|七(28)|2,808,804,373|2,324,134,971
长期待摊费用|七(29)|607,112,202|539,137,225
递延所得税资产|七(30)|49,085,334|31,714,058
其他非流动资产|七(31)|38,397,960|38,143,245
非流动资产合计||5,649,434,701|4,848,485,421
资产总计||11,284,109,040|9,924,306,405
流动负债：|||
短期借款|七(32)|1,158,326,445|1,077,828,281
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七(35)|2,574,682,142|1,979,943,559
应付账款|七(36)|1,534,168,704|1,285,860,066
预收款项|七(37)|16,036,962|76,499,127
合同负债|七(38)|83,947,999|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七(39)|269,339,747|198,102,751
应交税费|七(40)|104,058,686|92,346,622
其他应付款|七(41)|514,966,872|506,630,116
其中：应付利息||32,200|1,290,802
应付股利||4,729,355|707,588
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七(43)|28,500,000|122,180,000
其他流动负债|七(44)|7,254,511|8,555,514
流动负债合计||6,291,282,068|5,347,946,036
非流动负债：|||
保险合同准备金|||
长期借款|七(45)|118,000,000|379,500,000
应付债券|七(46)||269,253,791
其中：优先股|||
永续债|||
租赁负债|||
page|78
长期应付款|七(48)|6,668,091|500,000
长期应付职工薪酬|||
预计负债|||
递延收益|七(51)|30,406,812|19,240,782
递延所得税负债|七(30)|32,374,177|33,134,055
其他非流动负债|||
非流动负债合计||187,449,080|701,628,628
负债合计||6,478,731,148|6,049,574,664
所有者权益（或股东权益）：|||
实收资本（或股本）|七(53)|408,732,093|286,687,533
其他权益工具|七(54)||56,504,119
其中：优先股|||
永续债|||
资本公积|七(55)|1,586,661,325|1,372,330,741
减：库存股|七(56)|29,058,869|53,424,932
其他综合收益|||
专项储备|||
盈余公积|七(59)|180,895,459|143,343,767
一般风险准备|||
未分配利润|七(60)|2,142,677,953|1,681,708,710
归属于母公司所有者权益（或股东权益）合计||4,289,907,961|3,487,149,938
少数股东权益||515,469,931|387,581,803
所有者权益（或股东权益）合计||4,805,377,892|3,874,731,741
负债和所有者权益（或股东权益）总计||11,284,109,040|9,924,306,405
