page|77
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,138,719,416.68|1,445,146,501.39
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||128,667,567.04|83,870,207.59
收到其他与经营活动有关的现金||38,993,807.83|35,302,654.15
经营活动现金流入小计||2,306,380,791.55|1,564,319,363.13
购买商品、接受劳务支付的现金||1,896,388,472.82|1,026,924,205.40
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||258,188,043.29|169,323,156.23
支付的各项税费||88,949,804.58|46,332,886.74
支付其他与经营活动有关的现金||200,257,152.64|171,940,947.34
经营活动现金流出小计||2,443,783,473.33|1,414,521,195.71
经营活动产生的现金流量净额||-137,402,681.78|149,798,167.42
二、投资活动产生的现金流量：|||
收回投资收到的现金||657,000,000.00|616,000,000.00
取得投资收益收到的现金||13,377,790.84|8,013,305.60
处置固定资产、无形资产和其他长期资产收回的现金净额||3,194,278.51|513,709.98
page|78
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||673,572,069.35|624,527,015.58
购建固定资产、无形资产和其他长期资产支付的现金||66,333,069.92|35,351,162.61
投资支付的现金||320,834,928.66|1,281,917,350.75
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||18,681,705.53|
支付其他与投资活动有关的现金||58,517,420.58|5,000,000.00
投资活动现金流出小计||464,367,124.69|1,322,268,513.36
投资活动产生的现金流量净额||209,204,944.66|-697,741,497.78
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||35,706,358.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||126,130,668.66|234,140,000.00
收到其他与筹资活动有关的现金||99,123,903.19|41,986,300.28
筹资活动现金流入小计||260,960,929.85|276,126,300.28
偿还债务支付的现金||144,206,000.00|117,990,000.00
分配股利、利润或偿付利息支付的现金||43,042,101.32|38,360,035.06
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||122,016,754.72|111,871,230.56
筹资活动现金流出小计||309,264,856.04|268,221,265.62
筹资活动产生的现金流量净额||-48,303,926.19|7,905,034.66
四、汇率变动对现金及现金等价物的影响||-2,496,243.64|-17,572,768.73
五、现金及现金等价物净增加额||21,002,093.05|-557,611,064.43
加：期初现金及现金等价物余额||334,818,492.11|892,429,556.54
六、期末现金及现金等价物余额||355,820,585.16|334,818,492.11
