page|85
项目|附注|2019 年度|2018 年度
一、营业总收入||1,786,258,128.40|1,181,410,705.07
其中：营业收入||1,786,258,128.40|1,181,410,705.07
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,658,809,130.08|992,375,880.11
其中：营业成本||1,135,991,144.79|650,346,137.36
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||11,170,582.80|7,721,483.18
page|86
销售费用||186,130,983.90|135,824,890.21
管理费用||167,540,955.81|74,905,069.17
研发费用||151,891,236.99|120,448,770.03
财务费用||6,084,225.79|3,129,530.16
其中：利息费用||930,987.01|159,770.14
利息收入||4,119,264.32|6,625,679.33
加：其他收益||69,366,661.56|38,324,598.66
投资收益（损失以“－”号填列）||474,555.90|41,638,898.18
其中：对联营企业和合营企业的投资收益||40,115.20|3,910,867.95
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||87,809,524.82|
信用减值损失（损失以“-”号填列）||-88,542,279.11|
资产减值损失（损失以“-”号填列）||-103,169,276.98|-161,961,012.35
资产处置收益（损失以“－”号填列）||-370,026.54|
三、营业利润（亏损以“－”号填列）||93,018,157.97|107,037,309.45
加：营业外收入||2,801,999.49|3,024,508.24
减：营业外支出||508,099.46|1,137,473.41
四、利润总额（亏损总额以“－”号填列）||95,312,058.00|108,924,344.28
减：所得税费用||12,777,658.27|3,884,766.14
五、净利润（净亏损以“－”号填列）||82,534,399.73|105,039,578.14
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||82,534,399.73|89,659,158.49
2.终止经营净利润（净亏损以“－”号填列）|||15,380,419.65
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||66,340,512.43|53,722,392.41
2.少数股东损益（净亏损以“-”号填列）||16,193,887.30|51,317,185.73
六、其他综合收益的税后净额||912.42|2,300.48
（一）归属母公司所有者的其他综合收益的税后净额||912.42|2,300.48
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||912.42|2,300.48
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||912.42|2,300.48
page|87
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||82,535,312.15|105,041,878.62
（一）归属于母公司所有者的综合收益总额||66,341,424.85|53,724,692.89
（二）归属于少数股东的综合收益总额||16,193,887.30|51,317,185.73
八、每股收益：|||
（一）基本每股收益(元/股)||0.16|0.13
（二）稀释每股收益(元/股)||0.16|0.13
