page|76
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|436,782,929.32|422,203,703.74
结算备付金||
拆出资金||
交易性金融资产|4,000,256.16|204,443,023.21
衍生金融资产||
应收票据||
应收账款|80,581,574.55|130,597,485.60
应收款项融资||
预付款项|82,570,802.13|101,104,189.91
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|159,553,299.07|165,812,334.34
其中：应收利息||
应收股利||
买入返售金融资产||
存货|13,138,616.60|15,220,977.02
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|108,510,807.57|98,574,717.20
流动资产合计|885,138,285.40|1,137,956,431.02
非流动资产：||
发放贷款和垫款||
债权投资||
page|77
其他债权投资||
长期应收款||
长期股权投资|17,319,277.98|15,643,807.33
其他权益工具投资|242,450,983.99|185,965,428.87
其他非流动金融资产||
投资性房地产|13,939,838.32|
固定资产|601,597,255.84|664,697,916.10
在建工程|80,072,117.25|76,736,485.41
生产性生物资产||
油气资产||
使用权资产|2,885,310,729.25|
无形资产|22,321,465.28|22,955,289.96
开发支出||
商誉||
长期待摊费用|506,548,542.34|540,592,432.76
递延所得税资产|42,648,544.63|11,533,900.99
其他非流动资产|7,535,922.84|7,572,368.05
非流动资产合计|4,419,744,677.72|1,525,697,629.47
资产总计|5,304,882,963.12|2,663,654,060.49
流动负债：||
短期借款|162,474,751.46|107,930,822.02
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|6,422,592.95|16,719,052.55
应付账款|254,037,007.50|275,934,694.78
预收款项|1,884,218.47|3,102,053.48
合同负债|326,819,835.75|297,133,028.61
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|16,931,266.92|15,220,695.14
page|78
应交税费|10,859,471.48|13,760,914.73
其他应付款|27,732,706.86|30,396,119.60
其中：应付利息||
应付股利||69,283.88
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|460,258,014.04|46,157,382.00
其他流动负债||
流动负债合计|1,267,419,865.43|806,354,762.91
非流动负债：||
保险合同准备金||
长期借款|21,600,000.00|220,058,000.00
应付债券||
其中：优先股||
永续债||
租赁负债|3,341,324,539.53|
长期应付款||
长期应付职工薪酬||
预计负债|16,404,778.38|
递延收益|135,480,620.36|175,382,214.74
递延所得税负债||
其他非流动负债||
非流动负债合计|3,514,809,938.27|395,440,214.74
负债合计|4,782,229,803.70|1,201,794,977.65
所有者权益：||
股本|376,320,000.00|376,320,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|577,264,216.18|577,264,216.18
减：库存股||
其他综合收益|1,120,135.05|677,696.02
专项储备||
page|79
盈余公积|132,112,307.23|132,112,307.23
一般风险准备||
未分配利润|-572,089,316.68|369,086,807.31
归属于母公司所有者权益合计|514,727,341.78|1,455,461,026.74
少数股东权益|7,925,817.64|6,398,056.10
所有者权益合计|522,653,159.42|1,461,859,082.84
负债和所有者权益总计|5,304,882,963.12|2,663,654,060.49
