page|66
项目|附注|2019 年度|2018 年度
一、营业总收入||11,377,416,397.58|10,988,972,054.46
其中：营业收入|七、61|11,377,416,397.58|10,988,972,054.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||11,349,601,576.80|10,961,946,981.68
其中：营业成本|七、61|10,500,851,957.92|10,239,141,043.68
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|24,105,243.50|29,294,616.36
销售费用|七、63|198,021,178.18|122,751,370.95
管理费用|七、64|206,406,685.40|177,032,590.09
page|67
研发费用|七、65|370,111,745.58|349,982,865.89
财务费用|七、66|50,104,766.22|43,744,494.71
其中：利息费用||73,186,838.78|63,153,376.50
利息收入||11,203,402.05|4,643,164.17
加：其他收益|七、67|40,514,050.09|40,748,048.46
投资收益（损失以“－”号填列）|七、68|73,456,698.66|122,207,246.52
其中：对联营企业和合营企业的投资收益||-275,346.12|6,026,047.17
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-625,214.98|
信用减值损失（损失以“-”号填列）|七、71|-57,627,514.17|
资产减值损失（损失以“-”号填列）|七、72|-62,243,213.35|-184,078,964.21
资产处置收益（损失以“－”号填列）|七、73|7,414,533.44|-563,414.11
三、营业利润（亏损以“－”号填列）||28,704,160.47|5,337,989.44
加：营业外收入|七、74|1,584,631.05|12,929,133.86
减：营业外支出|七、75|1,246,779.52|1,790,095.38
四、利润总额（亏损总额以“－”号填列）||29,042,012.00|16,477,027.92
减：所得税费用|七、76|-20,960,898.08|-12,688,419.22
五、净利润（净亏损以“－”号填列）||50,002,910.08|29,165,447.14
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||50,002,910.08|29,165,447.14
2.终止经营净利润（净亏损以“－”号填列）||0.00|0.00
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||44,084,746.34|41,655,725.79
2.少数股东损益（净亏损以“-”号填列）||5,918,163.74|-12,490,278.65
六、其他综合收益的税后净额|七、77|2,103,185.30|-41,702,181.45
（一）归属母公司所有者的其他综合收益的税后净额||1,606,082.14|-42,296,989.46
1．不能重分类进损益的其他综合收益||150,326.78|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
page|68
（3）其他权益工具投资公允价值变动||150,326.78|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||1,455,755.36|-42,296,989.46
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-42,958,351.13
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||1,455,755.36|661,361.67
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||497,103.16|594,808.01
七、综合收益总额||52,106,095.38|-12,536,734.31
（一）归属于母公司所有者的综合收益总额||45,690,828.48|-641,263.67
（二）归属于少数股东的综合收益总额||6,415,266.90|-11,895,470.64
八、每股收益：|||
（一）基本每股收益(元/股)||0.0966|0.0913
（二）稀释每股收益(元/股)||0.0966|0.0913
