page|137
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,254,662,205.47|1,340,526,623.11
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||171,085,997.39|84,475,545.86
收到其他与经营活动有关的现金|七、76|96,925,832.28|25,689,269.35
经营活动现金流入小计||2,522,674,035.14|1,450,691,438.32
购买商品、接受劳务支付的现金||1,600,644,899.68|656,656,740.10
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||386,210,943.80|193,571,821.99
支付的各项税费||67,941,360.34|67,686,573.83
支付其他与经营活动有关的现金|七、76|171,816,840.80|93,017,818.30
page|138
项目|附注|2021年度|2020年度
经营活动现金流出小计||2,226,614,044.62|1,010,932,954.22
经营活动产生的现金流量净额||296,059,990.52|439,758,484.10
二、投资活动产生的现金流量：|||
收回投资收到的现金||510,000,000.00|1,404,800.00
取得投资收益收到的现金||11,396,347.68|879,868.69
处置固定资产、无形资产和其他长期资产收回的现金净额||674,765.20|173,674.73
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||522,071,112.88|2,458,343.42
购建固定资产、无形资产和其他长期资产支付的现金||318,657,906.23|128,611,360.85
投资支付的现金||153,174,172.68|602,750,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||-537,656.85|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||471,294,422.06|731,361,360.85
投资活动产生的现金流量净额||50,776,690.82|-728,903,017.43
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,724,172.68|793,358,490.57
其中：子公司吸收少数股东投资收到的现金||1,724,172.68|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,724,172.68|793,358,490.57
偿还债务支付的现金|||41,750,000.00
分配股利、利润或偿付利息支付的现金||105,685,446.25|1,509,933.61
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|6,744,922.89|18,290,608.93
筹资活动现金流出小计||112,430,369.14|61,550,542.54
筹资活动产生的现金流量净额||-110,706,196.46|731,807,948.03
四、汇率变动对现金及现金等价物的影响||-26,253,628.58|-9,346,561.92
五、现金及现金等价物净增加额||209,876,856.30|433,316,852.78
加：期初现金及现金等价物余额||676,959,671.06|243,642,818.28
page|139
项目|附注|2021年度|2020年度
六、期末现金及现金等价物余额||886,836,527.36|676,959,671.06
