page|112
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,939,663,269.23|1,259,749,799.37
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||107,079,328.27|61,860,676.17
page|113
收到其他与经营活动有关的现金|七、78（1）|53,118,943.53|37,116,413.35
经营活动现金流入小计||2,099,861,541.03|1,358,726,888.89
购买商品、接受劳务支付的现金||1,641,133,443.62|967,549,494.69
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||286,376,489.92|167,938,493.92
支付的各项税费||35,230,227.52|40,419,906.89
支付其他与经营活动有关的现金|七、78（2）|107,856,723.70|70,459,481.74
经营活动现金流出小计||2,070,596,884.76|1,246,367,377.24
经营活动产生的现金流量净额||29,264,656.27|112,359,511.65
二、投资活动产生的现金流量：|||
收回投资收到的现金||60,000,000.00|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||197,398.17|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||60,197,398.17|
购建固定资产、无形资产和其他长期资产支付的现金||324,276,836.81|58,066,332.67
投资支付的现金||90,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||414,276,836.81|58,066,332.67
投资活动产生的现金流量净额||-354,079,438.64|-58,066,332.67
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||605,374,863.67|
其中：子公司吸收少数股东投资收到的现金||1,569,439.13|
取得借款收到的现金||144,783,078.68|40,000,000.00
page|114
收到其他与筹资活动有关的现金|七、78（5）|65,265,673.08|12,337,638.89
筹资活动现金流入小计||815,423,615.43|52,337,638.89
偿还债务支付的现金||89,139,365.26|31,518,590.17
分配股利、利润或偿付利息支付的现金||2,034,533.82|2,222,571.03
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|39,693,503.85|13,780,399.64
筹资活动现金流出小计||130,867,402.93|47,521,560.84
筹资活动产生的现金流量净额||684,556,212.50|4,816,078.05
四、汇率变动对现金及现金等价物的影响||5,267,201.40|-2,533,067.77
五、现金及现金等价物净增加额||365,008,631.53|56,576,189.26
加：期初现金及现金等价物余额||117,419,005.31|60,842,816.05
六、期末现金及现金等价物余额||482,427,636.84|117,419,005.31
