page|62
项目|附注|2020 年度|2019 年度
一、营业总收入||1,108,216,796.59|1,171,037,167.82
其中：营业收入||1,108,216,796.59|1,171,037,167.82
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||928,704,681.51|1,002,468,152.59
其中：营业成本||616,569,821.26|648,717,146.63
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||46,050,409.55|39,773,943.59
销售费用||134,989,302.75|159,977,462.51
管理费用||108,304,784.20|128,916,423.06
研发费用||13,367,972.78|15,852,507.80
财务费用||9,422,390.97|9,230,669.00
其中：利息费用||11,471,342.37|11,059,947.76
利息收入||2,832,353.12|1,799,555.68
加：其他收益||12,838,903.31|59,486,245.60
投资收益（损失以“－”号填列）||2,320,820.90|3,327,949.77
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-4,774,569.79|-3,311,385.93
资产减值损失（损失以“-”号填列）||-6,752,779.93|-1,830,284.18
资产处置收益（损失以“－”号填列）||208,341,993.60|3,497,837.01
三、营业利润（亏损以“－”号填列）||391,486,483.17|229,739,377.50
加：营业外收入||1,463,817.56|2,246,141.22
减：营业外支出||248,946.75|2,090,665.60
四、利润总额（亏损总额以“－”号填列）||392,701,353.98|229,894,853.12
减：所得税费用||102,449,493.39|61,689,252.58
五、净利润（净亏损以“－”号填列）||290,251,860.59|168,205,600.54
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||290,251,860.59|168,205,600.54
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||288,960,191.76|166,450,677.18
2.少数股东损益（净亏损以“-”号填列）||1,291,668.83|1,754,923.36
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||290,251,860.59|168,205,600.54
（一）归属于母公司所有者的综合收益总额||288,960,191.76|166,450,677.18
page|63
（二）归属于少数股东的综合收益总额||1,291,668.83|1,754,923.36
八、每股收益：|||
（一）基本每股收益(元/股)||0.60|0.34
（二）稀释每股收益(元/股)||0.60|0.34
