page|113
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||478,563,087.73|553,746,113.47
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,596,140.61|
收到其他与经营活动有关的现金|附注七(76)(1)|36,864,362.35|38,046,597.83
经营活动现金流入小计||520,023,590.69|591,792,711.30
购买商品、接受劳务支付的现金||48,434,220.22|85,576,179.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||84,807,612.51|85,277,615.29
支付的各项税费||99,192,709.47|122,304,173.71
支付其他与经营活动有关的现金|附注七(76)(2)|77,177,247.76|54,641,550.68
经营活动现金流出小计||309,611,789.96|347,799,518.96
经营活动产生的现金流量净额||210,411,800.73|243,993,192.34
二、投资活动产生的现金流量：|||
收回投资收到的现金|||304,009,726.03
取得投资收益收到的现金|||
处置固定资产、无形资产和其|||3,200
page|114
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|附注七(76)(3)|238,986.00|14,949,702.81
投资活动现金流入小计||238,986.00|318,962,628.84
购建固定资产、无形资产和其他长期资产支付的现金||184,958,247.47|276,435,786.69
投资支付的现金|||223,830,500
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|附注七(76)(4)|3,532,287.19|
投资活动现金流出小计||188,490,534.66|500,266,286.69
投资活动产生的现金流量净额||-188,251,548.66|-181,303,657.85
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||975,315,600.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||975,315,600.00|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||36,077,146.92|68,145,721.96
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|附注七(76)(6)|102,758,898.50|10,849,056.61
筹资活动现金流出小计||138,836,045.42|78,994,778.57
筹资活动产生的现金流量净额||836,479,554.58|-78,994,778.57
四、汇率变动对现金及现金等价物的影响||-6,002.17|-1,536,243.76
五、现金及现金等价物净增加额||858,633,804.48|-17,841,487.84
加：期初现金及现金等价物余额||305,611,449.53|323,452,937.37
六、期末现金及现金等价物余额||1,164,245,254.01|305,611,449.53
