page|64
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|618,285,232.00|656,269,702.43
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|4,203,126.89|4,010,190.73
收到其他与经营活动有关的现金|26,836,657.37|22,853,544.98
经营活动现金流入小计|649,325,016.26|683,133,438.14
购买商品、接受劳务支付的现金|352,055,532.00|402,426,656.24
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|95,043,068.96|88,895,222.66
支付的各项税费|39,431,586.91|43,538,112.12
支付其他与经营活动有关的现金|6,098,730.62|6,807,804.58
经营活动现金流出小计|492,628,918.49|541,667,795.60
经营活动产生的现金流量净额|156,696,097.77|141,465,642.54
二、投资活动产生的现金流量：||
收回投资收到的现金|80,000,000.00|360,000,000.00
取得投资收益收到的现金|1,575,416.66|8,649,048.76
处置固定资产、无形资产和其他长期资产收回的现金净额|3,000.00|34,000.00
page|65
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||1,000,000.00
投资活动现金流入小计|81,578,416.66|369,683,048.76
购建固定资产、无形资产和其他长期资产支付的现金|69,014,636.31|49,510,098.47
投资支付的现金|150,000,000.00|150,000,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|219,014,636.31|199,510,098.47
投资活动产生的现金流量净额|-137,436,219.65|170,172,950.29
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金||
收到其他与筹资活动有关的现金||
筹资活动现金流入小计||
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金|114,037,226.00|114,037,226.00
其中：子公司支付给少数股东的股利、利润|936,000.00|936,000.00
支付其他与筹资活动有关的现金||
筹资活动现金流出小计|114,037,226.00|114,037,226.00
筹资活动产生的现金流量净额|-114,037,226.00|-114,037,226.00
四、汇率变动对现金及现金等价物的影响|-1,041,537.65|372,692.45
五、现金及现金等价物净增加额|-95,818,885.53|197,974,059.28
加：期初现金及现金等价物余额|687,549,702.57|489,575,643.29
六、期末现金及现金等价物余额|591,730,817.04|687,549,702.57
