page|91
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|526,654,121.62|566,930,192.07
结算备付金||
拆出资金||
交易性金融资产|127,354,203.30|190,460,972.23
衍生金融资产||
应收票据|9,198,949.94|
应收账款|276,210,231.98|364,153,956.31
应收款项融资|20,896,561.69|93,416,280.65
预付款项|64,070,113.32|60,705,212.20
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|14,879,656.60|7,582,540.78
其中：应收利息||
应收股利||
买入返售金融资产||
存货|1,062,778,986.16|838,562,205.60
合同资产|131,914,784.20|14,127,518.75
持有待售资产||
一年内到期的非流动资产||
其他流动资产|9,892,347.97|6,036,479.89
流动资产合计|2,243,849,956.78|2,141,975,358.48
非流动资产：||
发放贷款和垫款||
page|92
债权投资|30,972,785.76|
其他债权投资||
长期应收款||
长期股权投资|162,659,566.50|140,071,220.36
其他权益工具投资|21,903,952.61|23,230,023.23
其他非流动金融资产||
投资性房地产||
固定资产|332,416,812.86|173,945,645.44
在建工程|4,902,631.07|47,692,075.31
生产性生物资产||
油气资产||
使用权资产|9,230,244.56|
无形资产|39,640,634.68|38,105,957.90
开发支出||
商誉||
长期待摊费用|5,479,045.28|1,500,253.41
递延所得税资产|32,388,208.08|25,911,160.19
其他非流动资产|12,043,345.00|6,071,499.06
非流动资产合计|651,637,226.40|456,527,834.90
资产总计|2,895,487,183.18|2,598,503,193.38
流动负债：||
短期借款|10,007,402.78|10,012,687.53
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|350,560,104.21|314,889,395.64
应付账款|355,151,702.27|256,519,304.92
预收款项|184,873.76|330,509.81
合同负债|770,048,538.45|697,865,754.43
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
page|93
应付职工薪酬|76,883,972.12|62,779,149.55
应交税费|14,911,171.15|20,601,628.29
其他应付款|1,656,028.93|2,078,661.00
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|44,913,621.47|4,029,256.35
其他流动负债|6,813,207.25|6,512,280.36
流动负债合计|1,631,130,622.39|1,375,618,627.88
非流动负债：||
保险合同准备金||
长期借款||43,580,165.42
应付债券||
其中：优先股||
永续债||
租赁负债|2,472,072.76|
长期应付款||
长期应付职工薪酬||
预计负债|10,335,734.18|9,390,640.28
递延收益|31,955,562.39|34,419,130.43
递延所得税负债|69,763.14|91,056.37
其他非流动负债||
非流动负债合计|44,833,132.47|87,480,992.50
负债合计|1,675,963,754.86|1,463,099,620.38
所有者权益：||
股本|183,600,000.00|183,600,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|554,579,259.60|555,436,631.01
减：库存股||
其他综合收益|-4,142,462.11|-3,015,302.08
page|94
专项储备|6,973,090.65|5,091,507.64
盈余公积|45,401,643.95|36,641,044.59
一般风险准备||
未分配利润|370,912,144.05|301,163,837.68
归属于母公司所有者权益合计|1,157,323,676.14|1,078,917,718.84
少数股东权益|62,199,752.18|56,485,854.16
所有者权益合计|1,219,523,428.32|1,135,403,573.00
负债和所有者权益总计|2,895,487,183.18|2,598,503,193.38
