page|130
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|214,354,514.94|94,627,964.89
结算备付金|||
拆出资金|||
交易性金融资产|七、2|90,396,520.55|285,502,080.73
衍生金融资产|||
应收票据|七、4|24,319,888.30|33,750,000.00
应收账款|七、5|114,554,383.20|138,464,892.40
应收款项融资|七、6|7,658,519.42|
预付款项|七、7|2,554,788.86|1,120,105.07
page|131
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|223,595.95|172,817.31
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|22,336,432.70|14,126,520.05
合同资产|七、10|63,116,603.24|58,595,063.73
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|2,615,955.22|2,495,749.92
流动资产合计||542,131,202.38|628,855,194.10
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|8,687,291.50|4,906,528.41
其他权益工具投资|||
其他非流动金融资产|七、19|30,000,000.00|
投资性房地产|七、20|6,092,051.98|6,707,781.94
固定资产|七、21|102,137,385.33|102,889,946.45
在建工程|七、22|30,493,702.38|1,463,034.04
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|27,189,375.85|27,801,786.49
开发支出|||
商誉|||
长期待摊费用|七、29|782,677.74|
递延所得税资产|七、30|7,521,744.75|3,199,008.26
其他非流动资产|七、31|2,551,095.32|7,157,654.00
非流动资产合计||215,455,324.85|154,125,739.59
资产总计||757,586,527.23|782,980,933.69
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35||10,000,000.00
应付账款|七、36|24,596,892.78|37,842,122.83
预收款项|七、37|1,917,854.80|1,760,000.00
合同负债|七、38|13,720,359.77|5,123,489.12
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
page|132
代理承销证券款|||
应付职工薪酬|七、39|2,465,677.17|4,981,750.20
应交税费|七、40|1,524,391.51|4,347,478.96
其他应付款|七、41|89,223.38|440,472.22
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|5,184,826.21|353,415.94
流动负债合计||49,499,225.62|64,848,729.27
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|64,647.57|
递延收益|七、51|5,513,200.00|6,413,200.00
递延所得税负债|七、30|59,478.08|75,312.11
其他非流动负债|||
非流动负债合计||5,637,325.65|6,488,512.11
负债合计||55,136,551.27|71,337,241.38
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|80,010,733.00|80,010,733.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|447,442,183.79|442,193,430.56
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59*|20,879,335.24|20,879,335.24
一般风险准备|||
未分配利润|七、60|154,117,723.93|168,560,193.51
归属于母公司所有者权益（或股东权益）合计||702,449,975.96|711,643,692.31
少数股东权益|||
所有者权益（或股东权益）合计||702,449,975.96|711,643,692.31
负债和所有者权益（或股东权益）总计||757,586,527.23|782,980,933.69
