page|63
项目|附注|2020 年度|2019 年度
一、营业总收入||1,021,450,203.74|2,765,901,220.08
其中：营业收入||1,021,450,203.74|2,765,901,220.08
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||886,586,665.28|2,616,324,305.21
其中：营业成本||562,128,251.59|2,303,638,912.25
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||28,131,148.26|37,102,472.50
销售费用||199,991,773.41|163,093,844.37
管理费用||93,998,744.87|114,567,814.40
研发费用|||
财务费用||2,336,747.15|-2,078,738.31
其中：利息费用||7,617,833.36|5,085,321.96
利息收入||6,142,880.16|8,131,945.09
加：其他收益||5,920,208.86|695,358.45
投资收益（损失以“－”号填列）||9,940,556.32|14,187,844.85
其中：对联营企业和合营企业的投资收益||-838,584.78|-1,815,957.60
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|||
资产减值损失（损失以“-”号填列）||-1,255,942.30|-1,247,020.47
资产处置收益（损失以“－”号填列）||385,822.79|
三、营业利润（亏损以“－”号填列）||149,854,184.13|163,213,097.70
加：营业外收入||1,417,704.61|864,986.04
减：营业外支出||11,604,680.37|4,577,143.30
四、利润总额（亏损总额以“－”号填列）||139,667,208.37|159,500,940.44
减：所得税费用||38,833,647.46|44,582,491.46
五、净利润（净亏损以“－”号填列）||100,833,560.91|114,918,448.98
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||100,833,560.91|114,918,448.98
page|64
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||100,833,560.91|114,918,448.98
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-10,172,832.08|45,902,366.35
（一）归属母公司所有者的其他综合收益的税后净额||-10,172,832.08|45,902,366.35
1．不能重分类进损益的其他综合收益||-10,172,832.08|45,902,366.35
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-10,172,832.08|45,902,366.35
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||90,660,728.83|160,820,815.33
（一）归属于母公司所有者的综合收益总额||90,660,728.83|160,820,815.33
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.15|0.17
（二）稀释每股收益(元/股)||0.15|0.17
