page|75
项目|附注|2019 年度|2018 年度
一、营业总收入||7,840,845,693.51|8,333,939,980.52
其中：营业收入||7,840,845,693.51|8,333,939,980.52
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||7,461,533,335.45|8,041,613,662.58
其中：营业成本||6,521,663,773.18|7,278,391,634.84
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||39,577,913.00|36,265,744.84
销售费用||192,420,372.62|162,808,121.72
管理费用||290,349,053.20|236,849,401.05
研发费用||423,278,399.13|380,565,331.78
page|76
财务费用||-5,756,175.68|-53,266,571.65
其中：利息费用||33,996,437.30|17,654,693.86
利息收入||49,890,219.78|71,746,830.85
加：其他收益||13,682,796.17|11,912,704.40
投资收益（损失以“－”号填列）||11,661,237.95|10,499,445.58
其中：对联营企业和合营企业的投资收益||-1,143,892.98|-772,306.28
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||459,916.67|
信用减值损失（损失以“-”号填列）||-2,371,833.13|
资产减值损失（损失以“-”号填列）||-79,711,144.94|-122,487,617.87
资产处置收益（损失以“－”号填列）||-3,552,214.85|-2,015,818.70
三、营业利润（亏损以“－”号填列）||319,481,115.93|190,235,031.35
加：营业外收入||45,048,685.92|25,055,340.27
减：营业外支出||19,442,370.95|13,311,798.58
四、利润总额（亏损总额以“－”号填列）||345,087,430.90|201,978,573.04
减：所得税费用||42,925,318.85|8,228,605.78
五、净利润（净亏损以“－”号填列）||302,162,112.05|193,749,967.26
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||302,162,112.05|193,749,967.26
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||310,831,290.85|192,414,075.78
2.少数股东损益（净亏损以“-”号填列）||-8,669,178.80|1,335,891.48
六、其他综合收益的税后净额||2,227,357.69|675,749.74
（一）归属母公司所有者的其他综合收益的税后净额||2,227,357.69|675,749.74
1．不能重分类进损益的其他综合收益||153,227.08|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值||153,227.08|
page|77
变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||2,074,130.61|675,749.74
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||2,074,130.61|675,749.74
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||304,389,469.74|194,425,717.00
（一）归属于母公司所有者的综合收益总额||313,058,648.54|193,089,825.52
（二）归属于少数股东的综合收益总额||-8,669,178.80|1,335,891.48
八、每股收益：|||
（一）基本每股收益(元/股)||0.40|0.25
（二）稀释每股收益(元/股)||0.40|0.25
