page|68
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,331,339,055.33|1,153,782,831.02
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、76|31,178,316.13|26,087,147.66
经营活动现金流入小计||1,362,517,371.46|1,179,869,978.68
购买商品、接受劳务支付的现金||741,458,103.46|514,123,848.13
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||243,226,924.33|230,830,614.05
支付的各项税费||116,104,875.66|95,090,622.68
支付其他与经营活动有关的现金|七、76|190,599,093.07|141,262,587.40
经营活动现金流出小计||1,291,388,996.52|981,307,672.26
经营活动产生的现金流量净额||71,128,374.94|198,562,306.42
二、投资活动产生的现金流量：|||
收回投资收到的现金||452,605,703.25|420,020,990.16
取得投资收益收到的现金||82,764,848.80|16,614,811.83
处置固定资产、无形资产和其他长||21,290.00|289,556.11
page|69
期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||874,591.57
投资活动现金流入小计||535,391,842.05|437,799,949.67
购建固定资产、无形资产和其他长期资产支付的现金||9,434,639.12|11,105,318.06
投资支付的现金||216,000,000.00|463,447,942.96
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||225,434,639.12|474,553,261.02
投资活动产生的现金流量净额||309,957,202.93|-36,753,311.35
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||900,000.00|1,200,000.00
其中：子公司吸收少数股东投资收到的现金||900,000.00|1,200,000.00
取得借款收到的现金||59,000,000.00|75,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||59,900,000.00|76,200,000.00
偿还债务支付的现金||117,000,000.00|102,102,916.71
分配股利、利润或偿付利息支付的现金||92,772,891.97|96,814,497.81
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||209,772,891.97|198,917,414.52
筹资活动产生的现金流量净额||-149,872,891.97|-122,717,414.52
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||231,212,685.90|39,091,580.55
加：期初现金及现金等价物余额||211,204,384.11|172,112,803.56
六、期末现金及现金等价物余额||442,417,070.01|211,204,384.11
