page|85
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||756,214,838.55|873,025,413.18
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,249,678.64|775,231.98
收到其他与经营活动有关的现金||3,768,824.45|1,600,220.63
经营活动现金流入小计||763,233,341.64|875,400,865.79
购买商品、接受劳务支付的现金||26,465,078.52|6,199,210.22
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||21,447,991.39|16,596,852.76
支付的各项税费||25,091,407.42|20,216,995.36
支付其他与经营活动有关的现金||28,792,141.86|10,909,640.83
经营活动现金流出小计||101,796,619.19|53,922,699.17
经营活动产生的现金流量净额||661,436,722.45|821,478,166.62
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,000,000.00|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||6,697.90|
处置子公司及其他营业单位收到的现金净额|||1,154,482.05
收到其他与投资活动有关的现金||5,134.12|
投资活动现金流入小计||1,011,832.02|1,154,482.05
购建固定资产、无形资产和其他长期资产支付的现金||421,040,615.64|61,282,311.07
投资支付的现金||6,660,000.00|14,340,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金|||-30.76
page|86
净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||427,700,615.64|75,622,280.31
投资活动产生的现金流量净额||-426,688,783.62|-74,467,798.26
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||483,973,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金||224,280,000.00|110,610,000.00
筹资活动现金流入小计||708,253,000.00|110,610,000.00
偿还债务支付的现金||403,740,000.00|343,210,178.79
分配股利、利润或偿付利息支付的现金||315,054,364.67|363,204,463.42
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||366,673,461.76|115,289,980.00
筹资活动现金流出小计||1,085,467,826.43|821,704,622.21
筹资活动产生的现金流量净额||-377,214,826.43|-711,094,622.21
四、汇率变动对现金及现金等价物的影响||-0.01|0.01
五、现金及现金等价物净增加额||-142,466,887.61|35,915,746.16
加：期初现金及现金等价物余额||265,319,586.00|229,403,839.84
六、期末现金及现金等价物余额||122,852,698.39|265,319,586.00
