page|113
项目|2021 年度|2020 年度
一、营业总收入|1,821,072,459.44|1,336,748,072.32
其中：营业收入|1,821,072,459.44|1,336,748,072.32
利息收入||
已赚保费||
page|114
手续费及佣金收入||
二、营业总成本|1,816,846,406.97|1,270,597,816.00
其中：营业成本|1,483,369,328.90|1,002,410,477.46
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|6,052,051.17|4,207,333.10
销售费用|97,751,416.50|92,543,799.05
管理费用|75,191,147.03|53,492,499.45
研发费用|149,153,209.54|96,518,843.24
财务费用|5,329,253.83|21,424,863.70
其中：利息费用|2,565,283.13|376,689.85
利息收入|7,929,614.14|1,601,650.03
加：其他收益|6,995,260.79|9,780,447.09
投资收益（损失以“－”号填列）|3,476,541.03|134,371.84
其中：对联营企业和合营企业的投资收益|-480,665.84|-681,566.65
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|216,343.00|-523,177.00
信用减值损失（损失以“-”号填列）|-7,605,688.20|-4,517,607.21
资产减值损失（损失以“-”号填列）|-7,172,881.71|1,144,682.60
资产处置收益（损失以“-”号填列）|-50,428.67|
三、营业利润（亏损以“－”号填列）|85,198.71|72,168,973.64
加：营业外收入|207,325.10|578,695.11
减：营业外支出|3,501,831.71|820,637.75
四、利润总额（亏损总额以“－”号填列）|-3,209,307.90|71,927,031.00
减：所得税费用|-2,934,256.86|4,033,598.03
五、净利润（净亏损以“－”号填列）|-275,051.04|67,893,432.97
page|115
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|-275,051.04|67,893,432.97
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|8,868,815.45|70,161,749.27
2.少数股东损益|-9,143,866.49|-2,268,316.30
六、其他综合收益的税后净额|42,571,096.35|5,119,877.46
归属母公司所有者的其他综合收益的税后净额|42,571,096.35|5,119,877.46
（一）不能重分类进损益的其他综合收益|42,191,560.94|4,206,724.91
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|42,191,560.94|4,206,724.91
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|379,535.41|913,152.55
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|379,535.41|913,152.55
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|42,296,045.31|73,013,310.43
归属于母公司所有者的综合收益总额|51,439,911.80|75,281,626.73
归属于少数股东的综合收益总额|-9,143,866.49|-2,268,316.30
八、每股收益：||
（一）基本每股收益|0.04|0.37
（二）稀释每股收益|0.04|0.37
