page|91
项目|附注|2021 年度|2020 年度
一、营业总收入||72,788,732.12|54,387,403.07
其中：营业收入||72,788,732.12|54,387,403.07
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||122,302,969.41|90,310,139.96
其中：营业成本||65,166,043.52|45,910,666.24
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||2,897,117.78|1,966,824.75
销售费用||9,614,977.77|
管理费用||40,272,288.98|42,451,008.68
研发费用||4,106,350.44|
财务费用||246,190.92|-18,359.71
其中：利息费用||344,928.67|
page|92
利息收入||208,958.52|99,828.26
加：其他收益||308,451.53|568,660.80
投资收益（损失以“－”号填列）||49,186.74|6,997,919.74
其中：对联营企业和合营企业的投资收益||6,148.30|-573,571.41
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||35,925.10
信用减值损失（损失以“-”号填列）||-3,629,683.29|-11,767,800.79
资产减值损失（损失以“-”号填列）||-1,503,315.31|-35,932,578.62
资产处置收益（损失以“－”号填列）||86,570.75|194,609.72
三、营业利润（亏损以“－”号填列）||-54,203,026.87|-75,826,000.94
加：营业外收入||260,059.77|822,877.16
减：营业外支出||97,213.86|685,114.03
四、利润总额（亏损总额以“－”号填列）||-54,040,180.96|-75,688,237.81
减：所得税费用||1.35|
五、净利润（净亏损以“－”号填列）||-54,040,182.31|-75,688,237.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-54,040,182.31|-75,688,237.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-52,698,119.65|-77,294,140.11
2.少数股东损益（净亏损以“-”号填列）||-1,342,062.66|1,605,902.30
六、其他综合收益的税后净额||-9,273,284.17|-31,771,306.68
（一）归属母公司所有者的其他综合收益的税后净额||-9,273,284.17|-31,771,306.68
1．不能重分类进损益的其他综合收益||-9,273,284.17|-31,771,306.68
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价||-9,273,284.17|-31,771,306.68
page|93
值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-63,313,466.48|-107,459,544.49
（一）归属于母公司所有者的综合收益总额||-61,971,403.82|-109,065,446.79
（二）归属于少数股东的综合收益总额||-1,342,062.66|1,605,902.30
八、每股收益：|||
（一）基本每股收益(元/股)||-0.1200|-0.1761
（二）稀释每股收益(元/股)||-0.1200|-0.1761
