page|108
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||348,384,599.68|182,890,070.78
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||115,558.30|248,011.13
收到其他与经营活动有关的现金|七、78（1）|15,934,556.45|16,585,173.96
经营活动现金流入小计||364,434,714.43|199,723,255.87
购买商品、接受劳务支付的现金||181,382,791.36|149,465,376.64
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||48,117,785.04|32,861,707.63
支付的各项税费||25,436,101.12|16,703,012.99
支付其他与经营活动有关的现金||15,335,542.23|18,369,835.01
经营活动现金流出小计||270,272,219.75|217,399,932.27
经营活动产生的现金流量净额||94,162,494.68|-17,676,676.40
二、投资活动产生的现金流量：|||
收回投资收到的现金||239,645,508.00|148,916,129.15
取得投资收益收到的现金||832,659.58|532,092.86
page|109
处置固定资产、无形资产和其他长期资产收回的现金净额||8,394,214.02|
处置子公司及其他营业单位收到的现金净额|||77,244.77
收到其他与投资活动有关的现金|||
投资活动现金流入小计||248,872,381.60|149,525,466.78
购建固定资产、无形资产和其他长期资产支付的现金||53,619,359.81|39,231,098.16
投资支付的现金||329,611,356.17|136,090,342.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||383,230,715.98|175,321,440.16
投资活动产生的现金流量净额||-134,358,334.38|-25,795,973.38
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||213,258,146.11|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||27,000,000.00|57,992,925.00
收到其他与筹资活动有关的现金|七、78（5）|37,937,805.89|
筹资活动现金流入小计||278,195,952.00|57,992,925.00
偿还债务支付的现金|||14,000,000.00
分配股利、利润或偿付利息支付的现金||897,595.84|428,842.68
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|35,457,886.12|4,280,050.94
筹资活动现金流出小计||36,355,481.96|18,708,893.62
筹资活动产生的现金流量净额||241,840,470.04|39,284,031.38
四、汇率变动对现金及现金等价物的影响||-968,680.04|-516,249.63
五、现金及现金等价物净增加额||200,675,950.30|-4,704,868.03
加：期初现金及现金等价物余额||19,017,977.11|23,722,845.14
六、期末现金及现金等价物余额||219,693,927.41|19,017,977.11
