page|82
项目|附注|2019 年度|2018 年度
一、营业总收入|||3,802,455,412.49  2,653,987,299.31
其中：营业收入||1,698,484,603.95|948,433,246.05
利息收入||116,591,139.26|80,321,321.49
已赚保费|||
手续费及佣金收入|||1,987,379,669.28  1,625,232,731.77
二、营业总成本|||2,676,307,873.90  1,567,611,169.52
其中：营业成本||1,095,246,342.84|550,293,095.65
利息支出||272,236,679.56|132,769,127.09
手续费及佣金支出||19,158,951.55|28,301,325.52
page|83
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||36,464,075.55|34,117,193.51
销售费用||42,148,345.50|7,205,456.29
管理费用||951,931,294.05|691,143,995.82
研发费用||48,742.13|
财务费用||259,073,442.72|123,780,975.64
其中：利息费用||270,777,464.45|140,863,507.12
利息收入||13,213,397.07|13,555,137.95
加：其他收益||40,736,685.21|25,273,904.82
投资收益（损失以“－”号填列）||895,568,736.55|524,615,468.15
其中：对联营企业和合营企业的投资收益||8,598,076.06|-50,174,738.72
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）||1,257,378.43|2,212,828.51
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||33,408,585.29|958,033.16
信用减值损失（损失以“-”号填列）||-109,044,043.00|
资产减值损失（损失以“-”号填列）|||-55,761,868.17
资产处置收益（损失以“－”号填列）||10,412.09|10,482.20
三、营业利润（亏损以“－”号填列）|||1,988,085,293.16  1,583,684,978.46
加：营业外收入||8,546,846.63|279,856.01
减：营业外支出||146,463,324.97|555,559.61
四、利润总额（亏损总额以“－”号填列）|||1,850,168,814.82  1,583,409,274.86
减：所得税费用||529,529,508.08|425,170,363.97
五、净利润（净亏损以“－”号填列）|||1,320,639,306.74  1,158,238,910.89
（一）按经营持续性分类|||
1.持续经营净利润（净亏|||1,320,639,306.74  1,158,238,910.89
page|84
损以“－”号填列）|||
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）|||1,318,851,954.09  1,158,084,675.21
2.少数股东损益（净亏损以“-”号填列）||1,787,352.65|154,235.68
六、其他综合收益的税后净额||-4,817.11|-71,052,898.14
（一）归属母公司所有者的其他综合收益的税后净额||-4,817.11|-71,049,022.59
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-4,817.11|-71,049,022.59
（1）权益法下可转损益的其他综合收益|||-446,528.11
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-69,583,628.57
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||-4,817.11|-1,018,865.91
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||-3,875.55
七、综合收益总额|||1,320,634,489.63  1,087,186,012.75
（一）归属于母公司所有者|||1,318,847,136.98  1,087,035,652.62
page|85
的综合收益总额|||
（二）归属于少数股东的综合收益总额||1,787,352.65|150,360.13
八、每股收益：|||
（一）基本每股收益(元/股)||0.81|0.72
（二）稀释每股收益(元/股)||0.81|0.72
