page|77
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,951,144,278.34|694,509,859.36
结算备付金||
拆出资金||
交易性金融资产|780,916,770.00|292,875,870.00
衍生金融资产||
应收票据|13,853,855.77|8,155,811.84
应收账款|2,260,415,395.75|1,654,087,423.48
应收款项融资|62,363,168.07|49,217,383.11
预付款项|99,360,643.91|40,084,797.98
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|231,025,199.02|84,491,226.88
其中：应收利息||
应收股利||
买入返售金融资产||
存货|3,033,745,301.82|2,305,663,944.18
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|132,529,099.07|217,760,085.83
流动资产合计|8,565,353,711.75|5,346,846,402.66
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
page|78
长期应收款|5,201,347.15|4,028,675.15
长期股权投资|85,076,415.34|81,913,679.87
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|3,427,689,669.36|3,352,360,305.91
在建工程|837,325,967.33|260,274,929.89
生产性生物资产||
油气资产||
使用权资产||
无形资产|185,156,566.53|188,085,674.03
开发支出||
商誉|149,270,962.50|149,270,962.50
长期待摊费用|285,472,393.65|204,588,217.71
递延所得税资产|63,171,630.90|59,313,962.03
其他非流动资产|16,142,602.60|
非流动资产合计|5,054,507,555.36|4,299,836,407.09
资产总计|13,619,861,267.11|9,646,682,809.75
流动负债：||
短期借款|2,251,619,553.30|2,153,851,247.29
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|776,926,877.89|513,343,796.14
应付账款|2,157,368,186.68|1,661,154,202.99
预收款项||14,341,823.57
合同负债|28,604,336.37|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|343,168,388.78|317,338,843.50
应交税费|28,873,944.84|68,344,101.10
page|79
其他应付款|16,190,750.08|8,458,606.53
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|100,190,725.33|55,756,152.42
其他流动负债|2,676,912.24|
流动负债合计|5,705,619,675.51|4,792,588,773.54
非流动负债：||
保险合同准备金||
长期借款|771,780,000.00|269,800,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||1,482,047.93
长期应付职工薪酬||
预计负债||
递延收益|139,834,985.09|89,139,069.15
递延所得税负债|27,584,889.50|19,368,068.08
其他非流动负债||
非流动负债合计|939,199,874.59|379,789,185.16
负债合计|6,644,819,550.10|5,172,377,958.70
所有者权益：||
股本|1,000,856,430.00|909,860,262.00
其他权益工具||
其中：优先股||
永续债||
资本公积|3,080,698,131.01|1,283,423,322.75
减：库存股||121,177,801.69
其他综合收益|-1,624,540.58|752,043.31
专项储备||
盈余公积|247,835,280.89|225,145,933.48
page|80
一般风险准备||
未分配利润|2,411,737,218.19|1,963,842,439.34
归属于母公司所有者权益合计|6,739,502,519.51|4,261,846,199.19
少数股东权益|235,539,197.50|212,458,651.86
所有者权益合计|6,975,041,717.01|4,474,304,851.05
负债和所有者权益总计|13,619,861,267.11|9,646,682,809.75
