page|99
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,016,697,722.67|905,852,795.06
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
page|100
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|1,261,584.58|9,527,810.64
收到其他与经营活动有关的现金|1,500,931.80|2,090,926.36
经营活动现金流入小计|1,019,460,239.05|917,471,532.06
购买商品、接受劳务支付的现金|1,228,200,715.07|1,006,700,583.42
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|43,735,803.75|45,382,747.72
支付的各项税费|33,047,745.76|36,320,580.58
支付其他与经营活动有关的现金|50,544,172.73|74,446,773.06
经营活动现金流出小计|1,355,528,437.31|1,162,850,684.78
经营活动产生的现金流量净额|-336,068,198.26|-245,379,152.72
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金||
处置固定资产、无形资产和其他长期资产收回的现金净额|5,727,425.11|8,058,687.74
处置子公司及其他营业单位收到的现金净额|104,949,380.00|96,369,228.00
收到其他与投资活动有关的现金|285,258,481.44|285,623,558.55
投资活动现金流入小计|395,935,286.55|390,051,474.29
购建固定资产、无形资产和其他长期资产支付的现金|8,788,372.59|21,912,049.46
投资支付的现金||
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|20,000,000.00|92,410,329.05
支付其他与投资活动有关的现金||
page|101
投资活动现金流出小计|28,788,372.59|114,322,378.51
投资活动产生的现金流量净额|367,146,913.96|275,729,095.78
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|73,000,000.00|
收到其他与筹资活动有关的现金|8,480,000.00|2,382,684.99
筹资活动现金流入小计|81,480,000.00|2,382,684.99
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金|2,031,468.07|
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|18,242,660.10|31,000,000.00
筹资活动现金流出小计|20,274,128.17|31,000,000.00
筹资活动产生的现金流量净额|61,205,871.83|-28,617,315.01
四、汇率变动对现金及现金等价物的影响|430,247.00|4,374,432.58
五、现金及现金等价物净增加额|92,714,834.53|6,107,060.63
加：期初现金及现金等价物余额|43,230,382.98|37,123,322.35
六、期末现金及现金等价物余额|135,945,217.51|43,230,382.98
