page|135
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||337,694,699.96|318,151,571.96
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||8,008,569.04|9,932,764.21
经营活动现金流入小计||345,703,269.00|328,084,336.17
购买商品、接受劳务支付的现金||71,668,423.95|41,283,565.25
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||69,133,070.06|59,147,218.15
支付的各项税费||28,432,953.68|37,025,299.10
支付其他与经营活动有关的现金||86,348,837.72|78,897,915.25
经营活动现金流出小计||255,583,285.41|216,353,997.75
经营活动产生的现金流量净额||90,119,983.59|111,730,338.42
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,239,600,000.00|3,675,100,000.00
取得投资收益收到的现金||11,057,717.41|15,872,095.39
处置固定资产、无形资产和其他长期资产收回的现金净额||495,810.93|1,500.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||3,251,153,528.34|3,690,973,595.39
购建固定资产、无形资产和其他长期资产支付的现金||188,164,385.76|163,562,792.26
投资支付的现金||3,190,200,000.00|3,617,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||10,000.00
投资活动现金流出小计||3,378,364,385.76|3,781,072,792.26
投资活动产生的现金流量净额||-127,210,857.42|-90,099,196.87
page|136
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||8,137,280.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金||507,604.14|876,436.77
筹资活动现金流入小计||8,644,884.14|876,436.77
偿还债务支付的现金|||30,000,000.00
分配股利、利润或偿付利息支付的现金||40,806,629.64|33,858,032.63
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||142,008.00|878,000.00
筹资活动现金流出小计||40,948,637.64|64,736,032.63
筹资活动产生的现金流量净额||-32,303,753.50|-63,859,595.86
四、汇率变动对现金及现金等价物的影响||-45.23|-136.84
五、现金及现金等价物净增加额||-69,394,672.56|-42,228,591.15
加：期初现金及现金等价物余额||113,539,383.53|155,767,974.68
六、期末现金及现金等价物余额||44,144,710.97|113,539,383.53
