page|81
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|172,469,829.29|70,455,702.49
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|2,130,000.00|
应收账款|七、5|162,536,075.22|171,190,261.63
应收款项融资|七、6|975,929.00|1,444,944.08
预付款项|七、7|26,748,858.61|9,976,302.26
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|11,887,909.16|15,191,700.46
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|62,832,465.82|52,746,361.07
合同资产|七、10|10,908,679.25|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|6,060,835.84|2,988,373.54
流动资产合计||456,550,582.19|323,993,645.53
page|82
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|七、16|12,313,245.54|9,349,908.49
长期股权投资|七、17||
其他权益工具投资|七、18|4,008,005.18|3,781,657.61
其他非流动金融资产|||
投资性房地产|七、20|85,707,730.85|90,533,883.99
固定资产|七、21|101,618,909.02|94,029,137.38
在建工程|七、22|100,877,638.85|21,235,611.14
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|17,030,374.56|19,967,827.13
开发支出|||
商誉|七、28|6,880,547.14|6,880,547.14
长期待摊费用|七、29|3,261,712.39|2,724,530.69
递延所得税资产|七、30|5,696,903.72|3,779,278.86
其他非流动资产|七、31|2,015,897.62|21,934,429.95
非流动资产合计||339,410,964.87|274,216,812.38
资产总计||795,961,547.06|598,210,457.91
流动负债：|||
短期借款|七、32|81,040,531.89|25,813,717.26
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|33,967,630.37|18,744,239.35
应付账款|七、36|83,956,839.40|45,390,156.80
预收款项|七、37||23,808,053.14
合同负债|七、38|39,475,578.17|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|16,378,627.37|14,947,035.92
应交税费|七、40|10,426,629.27|6,296,055.37
其他应付款|七、41|11,209,808.74|9,571,892.45
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|56,527.78|3,354,177.29
其他流动负债|七、44|4,020,596.18|400,000.00
流动负债合计||280,532,769.17|148,325,327.58
非流动负债：|||
page|83
保险合同准备金|||
长期借款|七、45|50,000,000.00|28,050,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|5,514,907.34|3,522,253.67
递延收益|||
递延所得税负债|七、30|426,600.00|639,900.00
其他非流动负债|||
非流动负债合计||55,941,507.34|32,212,153.67
负债合计||336,474,276.51|180,537,481.25
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|57,900,000.00|57,900,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|185,357,124.57|185,357,124.57
减：库存股|||
其他综合收益|七、57|-792,195.60|-984,591.03
专项储备|||
盈余公积|七、59|25,756,446.54|19,769,731.31
一般风险准备|||
未分配利润|七、60|187,307,702.25|150,587,322.17
归属于母公司所有者权益（或股东权益）合计||455,529,077.76|412,629,587.02
少数股东权益||3,958,192.79|5,043,389.64
所有者权益（或股东权益）合计||459,487,270.55|417,672,976.66
负债和所有者权益（或股东权益）总计||795,961,547.06|598,210,457.91
