page|88
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|2,003,007,753.82|1,914,494,956.33
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据||
应收账款|2,080,521,477.25|1,348,227,338.30
应收款项融资|50,405,317.46|26,091,787.00
预付款项|9,669,868.00|2,782,793.29
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|2,161,211.86|1,811,965.11
其中：应收利息||
应收股利||
买入返售金融资产||
存货|652,885,376.88|535,987,048.52
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|25,411,668.69|20,505,785.61
流动资产合计|4,824,062,673.96|3,849,901,674.16
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
page|89
长期股权投资|12,510,976.80|11,946,888.19
其他权益工具投资|125,000,000.00|125,000,000.00
其他非流动金融资产||
投资性房地产||
固定资产|1,032,064,873.90|1,148,196,678.21
在建工程|51,873,511.82|21,159,880.51
生产性生物资产||
油气资产||
使用权资产||
无形资产|92,576,605.25|95,472,995.33
开发支出||
商誉||
长期待摊费用|721,086.06|1,143,547.98
递延所得税资产|53,171,052.11|52,658,195.98
其他非流动资产|6,170,750.14|20,702,038.60
非流动资产合计|1,374,088,856.08|1,476,280,224.80
资产总计|6,198,151,530.04|5,326,181,898.96
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|100,248,575.02|43,511,492.29
应付账款|1,202,682,331.07|840,512,968.25
预收款项|874,276.00|10,025,931.06
合同负债|10,433,797.73|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|204,385,899.75|111,321,319.89
应交税费|84,607,045.22|76,683,358.45
其他应付款|11,473,287.11|12,314,616.04
page|90
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|304,376.02|
流动负债合计|1,615,009,587.92|1,094,369,685.98
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|162,080,094.82|174,522,247.85
递延所得税负债||
其他非流动负债||
非流动负债合计|162,080,094.82|174,522,247.85
负债合计|1,777,089,682.74|1,268,891,933.83
所有者权益：||
股本|705,816,160.00|705,816,160.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,037,997,973.73|2,037,997,973.73
减：库存股||
其他综合收益|-3,395,871.77|1,237,768.82
专项储备||
盈余公积|328,450,796.13|304,091,623.36
一般风险准备||
page|91
未分配利润|1,348,302,421.96|1,005,145,792.67
归属于母公司所有者权益合计|4,417,171,480.05|4,054,289,318.58
少数股东权益|3,890,367.25|3,000,646.55
所有者权益合计|4,421,061,847.30|4,057,289,965.13
负债和所有者权益总计|6,198,151,530.04|5,326,181,898.96
