page|61
项目|附注|2019 年度|2018 年度
一、营业总收入||298,859,040.24|240,610,810.59
其中：营业收入||298,859,040.24|240,610,810.59
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||227,140,214.39|207,134,005.95
其中：营业成本||158,436,899.40|156,066,553.35
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
page|62
税金及附加||4,582,062.21|3,796,760.90
销售费用||23,659,403.23|19,735,472.16
管理费用||27,349,383.50|21,915,073.69
研发费用||15,207,160.07|11,113,657.33
财务费用||-2,094,694.02|-5,493,511.48
其中：利息费用|||
利息收入||1,334,106.64|1,863,755.92
加：其他收益||3,165,233.26|2,619,189.24
投资收益（损失以“－”号填列）||8,663,586.81|12,276,403.82
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-138,157.59|
资产减值损失（损失以“-”号填列）||-6,528,502.02|-4,903,120.53
资产处置收益（损失以“－”号填列）||-370,476.16|-67,449.79
三、营业利润（亏损以“－”号填列）||76,510,510.15|43,401,827.38
加：营业外收入||50,893.08|2,256,426.12
减：营业外支出||214,810.00|390,880.57
四、利润总额（亏损总额以“－”号填列）||76,346,593.23|45,267,372.93
减：所得税费用||11,316,465.88|6,766,729.81
五、净利润（净亏损以“－”号填列）||65,030,127.35|38,500,643.12
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||65,030,127.35|38,500,643.12
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||64,823,672.76|39,078,425.91
2.少数股东损益（净亏损以“-”号填列）||206,454.59|-577,782.79
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动|||
page|63
额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||65,030,127.35|38,500,643.12
（一）归属于母公司所有者的综合收益总额||64,823,672.76|39,078,425.91
（二）归属于少数股东的综合收益总额||206,454.59|-577,782.79
八、每股收益：|||
（一）基本每股收益(元/股)||0.32|0.19
（二）稀释每股收益(元/股)||0.32|0.19
