page|62
项目|附注|2021 年度|2020 年度
一、营业总收入||105,637,009.13|21,089,401,478.19
利息收入|||1,823,041,443.82
已赚保费|||7,951,003,104.26
保险业务收入|||8,487,182,837.39
其中：分保费收入|||4,314,098.23
减：分出保费|||369,881,130.91
提取未到期责任准备金|||166,298,602.22
手续费及佣金收入|||
投资收益（损失以“－”号填列）||102,864,560.55|19,050,846,971.34
其中：对联营企业和合营企业的投资收益|||22,195.38
以摊余成本计量的金融资产终止确认产生的收益（损失以“-”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
其他收益||2,763.54|7,585,792.21
公允价值变动收益（损失以“－”号填列）|||-7,857,371,212.43
汇兑收益（损失以“－”号填列）|||195,635.23
其他业务收入||2,778,449.06|114,099,743.76
资产处置收益（损失以“－”号填列）||-8,764.02|
二、营业总支出||22,366,522.82|61,591,434,802.43
利息支出||10,110,958.90|-5,143,930,338.94
手续费及佣金支出|||1,575,185,242.02
退保金|||
赔付支出|||3,671,697,426.71
减：摊回赔付支出|||76,103,471.18
提取保险责任准备金|||633,258,750.99
减：摊回保险责任准备金|||-14,754,555.90
保单红利支出|||
分保费用|||1,456,657.62
税金及附加||475,683.43|64,913,292.46
业务及管理费|||2,231,367,646.14
减：摊回分保费用|||99,828,387.00
财务费用||335,887.87|419,475.59
信用减值损失||-6,706,570.63|57,765,009,885.15
其他资产减值损失|||820,204,504.51
其他业务成本||18,150,563.25|133,029,562.46
三、营业利润（亏损以“－”号填列）||83,270,486.31|-40,502,033,324.24
加：营业外收入|||15,478,325.91
减：营业外支出||773.71|3,675,782.64
四、利润总额（亏损总额以“－”号填列）||83,269,712.60|-40,490,230,780.97
减：所得税费用||651,922.26|25,920,666.40
五、净利润（净亏损以“－”号填列）||82,617,790.34|-40,516,151,447.37
（一）按经营持续性分类|||
page|63
1.持续经营净利润（净亏损以“－”号填列）||82,617,790.34|-40,516,151,447.37
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||82,617,790.34|-8,743,852,724.60
2.少数股东损益（净亏损以“-”号填列）|||-31,772,298,722.77
六、其他综合收益的税后净额||-172,371,418.56|-453,666,043.58
归属母公司所有者的其他综合收益的税后净额||-172,371,418.56|-169,402,892.01
（一）不能重分类进损益的其他综合收益||-172,371,418.56|100,785,474.24
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动||-172,371,418.56|100,785,474.24
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||-270,188,366.25
1.权益法下可转损益的其他综合收益|||-264,197,255.66
2.其他债权投资公允价值变动|||17,523,095.14
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用损失准备|||-6,529,409.98
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||-16,984,795.75
归属于少数股东的其他综合收益的税后净额|||-284,263,151.57
七、综合收益总额||-89,753,628.22|-40,969,817,490.95
归属于母公司所有者的综合收益总额||-89,753,628.22|-8,913,255,616.61
归属于少数股东的综合收益总额|||-32,056,561,874.34
八、每股收益：|||
（一）基本每股收益(元/股)||0.0756|-7.9994
（二）稀释每股收益(元/股)||0.0756|-7.9994
