page|76
项目|附注|2021 年度|2020 年度
一、营业总收入|||1,538,519,305.75  1,315,071,908.75
其中：营业收入|1||1,538,519,305.75  1,315,071,908.75
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||1,306,806,062.53  1,134,784,448.29
其中：营业成本|1|923,329,617.68|801,652,049.78
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|2|17,598,871.75|16,458,439.41
销售费用|3|148,515,914.94|120,075,806.49
管理费用|4|175,946,084.80|152,218,218.00
研发费用|5|5,214,345.14|6,585,139.69
财务费用|6|36,201,228.22|37,794,794.92
其中：利息费用||46,587,692.19|51,307,331.24
利息收入||10,547,251.56|12,059,380.64
加：其他收益|7|45,802,878.65|52,047,081.13
投资收益（损失以“－”号填列）|8|5,006,880.35|18,573,207.46
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|9|-3,320,532.80|6,030,688.53
资产减值损失（损失以“-”号填列）|10|2,997.75|-2,997.75
page|77
资产处置收益（损失以“－”号填列）|11|-7,761,534.47|1,717,804.62
三、营业利润（亏损以“－”号填列）||271,443,932.70|246,591,867.39
加：营业外收入|12|4,817,096.21|2,390,393.82
减：营业外支出|13|1,840,880.55|12,685,273.78
四、利润总额（亏损总额以“－”号填列）||274,420,148.36|236,296,987.43
减：所得税费用|14|70,445,484.71|50,122,749.70
五、净利润（净亏损以“－”号填列）||203,974,663.65|186,174,237.73
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||203,974,663.65|186,174,237.73
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||150,757,637.46|138,611,912.16
2.少数股东损益（净亏损以“-”号填列）||53,217,026.19|47,562,325.57
六、其他综合收益的税后净额||-6,664.03|-17,750.11
（一）归属母公司所有者的其他综合收益的税后净额||-6,664.03|-17,750.11
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-6,664.03|-17,750.11
（1）权益法下可转损益的其他综合收益||-6,664.03|-17,750.11
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值|||
page|78
准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||203,967,999.62|186,156,487.62
（一）归属于母公司所有者的综合收益总额||150,750,973.43|138,594,162.05
（二）归属于少数股东的综合收益总额||53,217,026.19|47,562,325.57
八、每股收益：|||
（一）基本每股收益(元/股)||0.43|0.39
（二）稀释每股收益(元/股)||0.43|0.39
