page|65
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||948,518,646.24|1,145,429,837.15
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||741,904.08
收到其他与经营活动有关的现金|七-43|41,821,210.40|30,214,742.01
经营活动现金流入小计||990,339,856.64|1,176,386,483.24
购买商品、接受劳务支付的现金||557,487,472.97|525,927,599.04
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||126,595,119.35|159,121,575.98
支付的各项税费||79,219,873.77|94,051,319.48
支付其他与经营活动有关的现金|七-43|50,101,699.04|66,348,789.33
经营活动现金流出小计||813,404,165.13|845,449,283.83
经营活动产生的现金流量净额||176,935,691.51|330,937,199.41
二、投资活动产生的现金流量：|||
收回投资收到的现金||844,033,701.38|1,169,997,302.68
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||13,274.34|1,440,427.17
处置子公司及其他营业单位收到的现金净额|||116,074,566.09
收到其他与投资活动有关的现金|||
投资活动现金流入小计||844,046,975.72|1,287,512,295.94
购建固定资产、无形资产和其他长期资产支付的现金||21,812,702.21|30,271,037.33
投资支付的现金||843,436,786.85|770,320,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
page|66
投资活动现金流出小计||865,249,489.06|800,591,037.33
投资活动产生的现金流量净额||-21,202,513.34|486,921,258.61
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|七-43||5,000,000.00
筹资活动现金流入小计|||5,000,000.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||134,623,629.97|137,102,367.63
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七-43||96,447,049.28
筹资活动现金流出小计||134,623,629.97|233,549,416.91
筹资活动产生的现金流量净额||-134,623,629.97|-228,549,416.91
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||21,109,548.20|589,309,041.11
加：期初现金及现金等价物余额||983,596,694.72|394,287,653.61
六、期末现金及现金等价物余额||1,004,706,242.92|983,596,694.72
