page|126
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||476,308,113.21|403,261,702.47
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|28,935,099.88|24,521,408.70
经营活动现金流入小计||505,243,213.09|427,783,111.17
购买商品、接受劳务支付的现金||166,525,628.05|201,868,085.05
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||111,823,661.81|83,661,464.50
支付的各项税费||57,385,153.44|34,583,214.25
支付其他与经营活动有关的现金|七、78|52,135,537.61|45,473,007.10
page|127
经营活动现金流出小计||387,869,980.91|365,585,770.90
经营活动产生的现金流量净额||117,373,232.18|62,197,340.27
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||6,082,981.14|2,414,090.39
处置固定资产、无形资产和其他长期资产收回的现金净额||568,240.81|52,077.31
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|999,000,000.00|866,000,000.00
投资活动现金流入小计||1,005,651,221.95|868,466,167.70
购建固定资产、无形资产和其他长期资产支付的现金||16,471,898.13|16,415,541.35
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||3,380,972.84
支付其他与投资活动有关的现金|七、78|1,245,000,000.00|806,000,000.00
投资活动现金流出小计||1,261,471,898.13|825,796,514.19
投资活动产生的现金流量净额||-255,820,676.18|42,669,653.51
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||203,041,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||8,030,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||211,071,000.00
偿还债务支付的现金|||8,030,000.00
分配股利、利润或偿付利息支付的现金||41,807,870.40|36,342,063.27
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|2,309,387.07|
筹资活动现金流出小计||44,117,257.47|44,372,063.27
筹资活动产生的现金流量净额||-44,117,257.47|166,698,936.73
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-182,564,701.47|271,565,930.51
加：期初现金及现金等价物余额||440,102,992.06|168,537,061.55
六、期末现金及现金等价物余额||257,538,290.59|440,102,992.06
