page|87
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||12,215,198,339.38|8,908,030,525.31
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||267,154,767.79|134,432,531.27
收到其他与经营活动有关的现金|七、78|124,328,729.89|87,994,882.11
经营活动现金流入小计||12,606,681,837.06|9,130,457,938.69
购买商品、接受劳务支付的现金||9,523,905,850.60|6,080,785,381.73
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,573,982,654.66|1,246,196,574.09
支付的各项税费||497,282,328.36|519,911,352.57
支付其他与经营活动有关的现金|七、78|363,993,872.29|361,384,111.85
经营活动现金流出小计||11,959,164,705.91|8,208,277,420.24
经营活动产生的现金流量净额||647,517,131.15|922,180,518.45
二、投资活动产生的现金流量：|||
收回投资收到的现金|||78,500,000.00
取得投资收益收到的现金||31,705,653.89|67,513,968.27
处置固定资产、无形资产和其他长期资产收回的现金净额||9,662,224.03|36,283,590.33
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|49,607,552.04|29,662,016.84
投资活动现金流入小计||90,975,429.96|211,959,575.44
购建固定资产、无形资产和其他长期资产支付的现金||516,358,909.48|233,885,249.76
投资支付的现金||778,000,000.00|1,530,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||22,913,013.29
支付其他与投资活动有关的现金|||
page|88
投资活动现金流出小计||1,294,358,909.48|1,786,798,263.05
投资活动产生的现金流量净额||-1,203,383,479.52|-1,574,838,687.61
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||127,862.99
其中：子公司吸收少数股东投资收到的现金|||127,862.99
取得借款收到的现金||829,926,225.00|700,000,000.00
收到其他与筹资活动有关的现金||3,500,000.00|
筹资活动现金流入小计||833,426,225.00|700,127,862.99
偿还债务支付的现金||6,272,730.00|416,272,727.00
分配股利、利润或偿付利息支付的现金||389,162,216.54|373,472,547.66
其中：子公司支付给少数股东的股利、利润||94,736,000.00|93,243,000.00
支付其他与筹资活动有关的现金|七、78|37,333,827.46|7,663,598.00
筹资活动现金流出小计||432,768,774.00|797,408,872.66
筹资活动产生的现金流量净额||400,657,451.00|-97,281,009.67
四、汇率变动对现金及现金等价物的影响||-14,098,802.59|-15,504,006.04
五、现金及现金等价物净增加额||-169,307,699.96|-765,443,184.87
加：期初现金及现金等价物余额||752,741,758.50|1,518,184,943.37
六、期末现金及现金等价物余额||583,434,058.54|752,741,758.50
