page|112
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||270,152,161.38|185,110,319.17
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||182,099.05|10,458.47
收到其他与经营活动有关的现金|七、78|39,597,335.52|32,656,713.62
经营活动现金流入小计||309,931,595.95|217,777,491.26
购买商品、接受劳务支付的现金||84,908,165.20|164,662,397.60
page|113
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||46,501,564.85|41,918,402.35
支付的各项税费||32,019,448.07|31,391,158.73
支付其他与经营活动有关的现金|七、78|32,818,697.32|36,696,463.75
经营活动现金流出小计||196,247,875.44|274,668,422.43
经 营 活动 产生 的 现金 流量净额||113,683,720.51|-56,890,931.17
二、投资活动产生的现金流量：|||
收回投资收到的现金||269,731,220.00|
取得投资收益收到的现金||3,289,792.45|344,941.09
处置固定资产、无形资产和其他长期资产收回的现金净额||7,216,023.19|45,057.24
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|5,000,000.00|3,929,705.81
投资活动现金流入小计||285,237,035.64|4,319,704.14
购建固定资产、无形资产和其他长期资产支付的现金||73,145,195.85|64,234,556.49
投资支付的现金||1,004,283,053.85|95,300,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||9,808,435.40|35,063,949.51
支付其他与投资活动有关的现金|七、78|8,346,570.00|5,000,000.00
投资活动现金流出小计||1,095,583,255.10|199,598,506.00
投 资 活动 产生 的 现金 流量净额||-810,346,219.46|-195,278,801.86
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||935,432,464.00|44,489,039.00
其中：子公司吸收少数股东投资收到的现金||8,000,000.00|5,500,000.00
取得借款收到的现金||63,000,000.00|55,000,000.00
收到其他与筹资活动有关的现金||4,707,900.52|
筹资活动现金流入小计||1,003,140,364.52|99,489,039.00
偿还债务支付的现金||67,000,000.00|51,000,000.00
分配股利、利润或偿付利息支付的现金||4,758,066.21|2,106,233.31
page|114
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|128,478,182.19|
筹资活动现金流出小计||200,236,248.40|53,106,233.31
筹 资 活动 产生 的 现金 流量净额||802,904,116.12|46,382,805.69
四、汇率变动对现金及现金等价物的影响||255,454.73|755,211.03
五、现金及现金等价物净增加额||106,497,071.90|-205,031,716.31
加：期初现金及现金等价物余额||84,592,060.41|289,623,776.72
六、期末现金及现金等价物余额||191,089,132.31|84,592,060.41
