page|80
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,909,266,760.74|1,548,643,949.80
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||254,590.56
收到其他与经营活动有关的现金||37,543,195.73|11,912,580.24
经营活动现金流入小计||1,946,809,956.47|1,560,811,120.60
购买商品、接受劳务支付的现金||393,709,256.67|359,467,033.22
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的|||
page|81
现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||679,619,222.66|566,191,040.07
支付的各项税费||117,154,808.25|83,463,380.55
支付其他与经营活动有关的现金||108,482,923.78|82,274,073.16
经营活动现金流出小计||1,298,966,211.36|1,091,395,527.00
经营活动产生的现金流量净额||647,843,745.11|469,415,593.60
二、投资活动产生的现金流量：|||
收回投资收到的现金||9,100,413.64|
取得投资收益收到的现金||11,587,758.55|
处置固定资产、无形资产和其他长期资产收回的现金净额||26,196.63|38,539.62
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||10,552,271.23|5,744,800.00
投资活动现金流入小计||31,266,640.05|5,783,339.62
购建固定资产、无形资产和其他长期资产支付的现金||125,840,140.32|240,554,481.36
投资支付的现金||55,340,610.50|214,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||11,296,731.18|100,000.00
支付其他与投资活动有关的现金||261,889,389.50|148,000,000.00
投资活动现金流出小计||454,366,871.50|602,654,481.36
投资活动产生的现金流量净额||-423,100,231.45|-596,871,141.74
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||18,265,000.00|7,575,500.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||18,265,000.00|7,575,500.00
偿还债务支付的现金||75,000,000.00|45,200,000.00
分配股利、利润或偿付利息支付的现金||35,719,505.54|44,334,291.61
其中：子公司支付给少数股东的股利、利润||13,077,500.00|8,567,668.00
支付其他与筹资活动有关的现金|||
page|82
筹资活动现金流出小计||110,719,505.54|89,534,291.61
筹资活动产生的现金流量净额||-92,454,505.54|-81,958,791.61
四、汇率变动对现金及现金等价物的影响||0.36|2.17
五、现金及现金等价物净增加额||132,289,008.48|-209,414,337.58
加：期初现金及现金等价物余额||350,397,702.04|559,812,039.62
六、期末现金及现金等价物余额||482,686,710.52|350,397,702.04
