page|96
项目|附注|2020 年度|2019 年度
一、营业总收入||10,370,617,536.68|14,767,210,574.93
其中：营业收入||10,370,617,536.68|14,767,210,574.93
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||10,151,548,459.70|12,549,040,511.37
其中：营业成本||7,031,571,539.15|8,025,124,269.06
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||94,321,751.60|145,376,108.87
销售费用||1,418,942,263.42|2,644,095,841.08
管理费用||602,194,684.56|545,751,333.92
研发费用||410,156,048.38|444,948,875.17
财务费用||594,362,172.59|743,744,083.27
其中：利息费用||776,191,506.41|690,476,936.67
利息收入||60,029,194.30|57,441,589.80
加：其他收益||103,830,610.43|69,339,170.82
投资收益（损失以“－”号填列）||25,101,452.62|21,739,776.09
其中：对联营企业和合营企业的投资收益||23,605,664.79|16,611,742.52
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||507,320,409.42|202,918,086.70
信用减值损失（损失以“-”号填列）||-40,414,466.98|-19,719,066.53
资产减值损失（损失以“-”号填列）||-27,160,081.91|-57,173,511.87
资产处置收益（损失以“－”号填列）||-491,443.36|-11,655,012.65
三、营业利润（亏损以“－”号填列）||787,255,557.20|2,423,619,506.12
加：营业外收入||267,883,975.12|3,684,430.14
page|97
减：营业外支出||40,615,734.78|15,423,930.78
四、利润总额（亏损总额以“－”号填列）||1,014,523,797.54|2,411,880,005.48
减：所得税费用||215,414,650.63|412,406,385.59
五、净利润（净亏损以“－”号填列）||799,109,146.91|1,999,473,619.89
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||799,109,146.91|1,999,473,619.89
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||415,703,088.58|1,112,477,114.65
2.少数股东损益（净亏损以“-”号填列）||383,406,058.33|886,996,505.24
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||799,109,146.91|1,999,473,619.89
（一）归属于母公司所有者的综合收益总额||415,703,088.58|1,112,477,114.65
（二）归属于少数股东的综合收益总额||383,406,058.33|886,996,505.24
八、每股收益：|||
（一）基本每股收益(元/股)||0.14|0.38
（二）稀释每股收益(元/股)||0.14|0.38
