page|62
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|1|613,000,364.84|683,018,973.73
结算备付金|||
拆出资金|||
交易性金融资产|||
以公 允价值计量且 其变动计入当期损益的金融资产|||
衍生金融资产|2|1,117,793.99|6,172,390.30
应收票据|4|1,976,383,235.76|911,170,421.46
应收账款|5|1,107,245,636.40|821,319,289.09
应收款项融资|||
预付款项|7|93,183,465.96|65,474,835.88
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|8|3,684,181.68|1,296,794.21
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|9|483,619,647.17|377,123,199.96
page|63
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|13|174,510,375.27|181,666,205.48
流动资产合计||4,452,744,701.07|3,047,242,110.11
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|20|21,665,171.83|23,096,642.23
固定资产|21|3,070,665,219.42|2,166,275,875.65
在建工程|22|936,828,544.14|962,570,065.48
生产性生物资产|||
油气资产|||
使用权资产|25|188,930,554.53|
无形资产|26|427,130,471.49|536,809,851.25
开发支出|||
商誉|||
长期待摊费用|29|6,935,053.37|2,777,526.55
递延所得税资产|30|18,458,589.23|19,005,748.81
其他非流动资产|31|268,922,264.83|195,771,282.04
非流动资产合计||4,939,535,868.84|3,906,306,992.01
资产总计||9,392,280,569.91|6,953,549,102.12
流动负债：|||
短期借款|32|1,316,277,482.79|450,399,136.69
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公 允价值计量且 其变动计入当期损益的金融负债|||
衍生金融负债|34|917,754.01|738,000.00
应付票据|35|338,562,948.43|219,832,038.07
应付账款|36|1,854,705,642.59|1,216,541,204.11
预收款项|||
合同负债|38|24,993,817.16|14,042,379.21
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|39|31,758,290.80|26,225,994.20
应交税费|40|129,352,280.77|81,681,336.98
其他应付款|41|45,543,202.52|38,681,381.51
page|64
其中：应付利息||4,831,749.01|1,562,660.53
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|43|711,977,777.21|188,738,000.00
其他流动负债|||
流动负债合计||4,454,089,196.28|2,236,879,470.77
非流动负债：|||
保险合同准备金|||
长期借款|45|281,902,410.30|989,439,412.61
应付债券|||
其中：优先股|||
永续债|||
租赁负债|47|11,016,173.42|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|51|45,408,644.70|58,576,554.71
递延所得税负债||86,975,757.21|
其他非流动负债|||
非流动负债合计||425,302,985.63|1,048,015,967.32
负债合计||4,879,392,181.91|3,284,895,438.09
所有者权益（或股东权益）：|||
实收资本（或股本）|53|487,500,000.00|450,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|55|839,115,113.41|622,230,162.41
减：库存股|||
其他综合收益|57|5,935,642.83|-4,685,190.57
专项储备|58|11,810,858.31|9,425,627.41
盈余公积|59|193,555,355.70|168,158,907.37
一般风险准备|||
未分配利润|60|2,974,971,417.75|2,423,524,157.41
归属 于母公司所有 者权益（或股东权益）合计||4,512,888,388.00|3,668,653,664.03
少数股东权益|||
所 有 者 权 益 （ 或 股 东 权益）合计||4,512,888,388.00|3,668,653,664.03
负债和所有者权益（或股东权益）总计||9,392,280,569.91|6,953,549,102.12
