page|107
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||584,231,607.82|379,185,506.12
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||20,731,192.18|12,303,031.71
收到其他与经营活动有关的现金|七、78|28,620,214.45|14,226,111.73
经营活动现金流入小计||633,583,014.45|405,714,649.56
购买商品、接受劳务支付的现金||400,073,979.00|253,812,188.12
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||104,252,108.07|88,417,027.11
支付的各项税费||8,696,787.32|6,604,784.81
支付其他与经营活动有关的现金|七、78|34,369,240.15|39,342,254.46
经营活动现金流出小计||547,392,114.54|388,176,254.50
经营活动产生的现金流量净额||86,190,899.91|17,538,395.06
二、投资活动产生的现金流量：|||
收回投资收到的现金||273,500,000.00|185,320,000.00
取得投资收益收到的现金||719,281.65|1,068,882.03
处置固定资产、无形资产和其他长期资产收回的现金净额||1,616.00|371,949.72
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||14,209,191.54
投资活动现金流入小计||274,220,897.65|200,970,023.29
购建固定资产、无形资产和其他长期资产支付的现金||21,823,313.03|23,079,593.83
投资支付的现金||928,079,071.65|300,793,396.84
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||949,902,384.68|323,872,990.67
投资活动产生的现金流量净额||-675,681,487.03|-122,902,967.38
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,194,866,097.65|97,010,000.00
page|108
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|七、78|25,602,958.61|
筹资活动现金流入小计||1,220,469,056.26|97,010,000.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|33,338,331.66|630,000.00
筹资活动现金流出小计||33,338,331.66|630,000.00
筹资活动产生的现金流量净额||1,187,130,724.60|96,380,000.00
四、汇率变动对现金及现金等价物的影响||-632,919.55|-2,924,332.16
五、现金及现金等价物净增加额||597,007,217.93|-11,908,904.48
加：期初现金及现金等价物余额||21,312,580.72|33,221,485.20
六、期末现金及现金等价物余额||618,319,798.65|21,312,580.72
