page|65
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|401,847,250.87|248,422,596.47
其中：营业收入|七、61|401,847,250.87|248,422,596.47
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||545,057,883.00|360,578,593.03
其中：营业成本|七、61|412,604,631.00|252,084,169.72
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|1,603,779.27|4,918,776.79
销售费用|七、63|39,550,477.83|24,264,922.49
管理费用|七、64|45,396,739.05|37,583,987.57
研发费用|七、65|32,271,077.13|29,117,473.60
财务费用|七、66|13,631,178.72|12,609,262.86
其中：利息费用|七、66|14,907,240.59|13,571,781.03
利息收入|七、66|1,464,645.70|1,294,388.72
加：其他收益|七、67|12,109,151.14|13,173,432.00
投资收益（损失以“－”号填列）|七、68|532,998.21|-1,995,527.34
其中：对联营企业和合营企业的投资收益|七、68|-5,660,678.86|-1,999,090.33
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-65,488,043.33|-57,846,720.50
资产减值损失（损失以“-”号填列）|七、72|-21,184,810.08|-157,703,985.59
资产处置收益（损失以“－”号填列）|七、73|27,919.69|1,319,530.98
三、营业利润（亏损以“－”号填列）||-217,213,416.50|-315,209,267.01
加：营业外收入|七、74|514,914.99|661,748.57
减：营业外支出|七、75|531,228.43|406,071.74
四、利润总额（亏损总额以“－”号填列）||-217,229,729.94|-314,953,590.18
减：所得税费用|七、76|-24,216,661.68|-17,106,040.99
page|66
五、净利润（净亏损以“－”号填列）||-193,013,068.26|-297,847,549.19
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-193,013,068.26|-297,847,549.19
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-185,460,081.82|-277,470,981.10
2.少数股东损益（净亏损以“-”号填列）||-7,552,986.44|-20,376,568.09
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-193,013,068.26|-297,847,549.19
（一）归属于母公司所有者的综合收益总额||-185,460,081.82|-277,470,981.10
（二）归属于少数股东的综合收益总额||-7,552,986.44|-20,376,568.09
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|-0.7133|-1.0672
（二）稀释每股收益(元/股)|十八、2|-0.7133|-1.0672
