page|67
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||491,958,240.18|333,872,290.66
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
page|68
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||13,215,784.13|10,351,626.44
收到其他与经营活动有关的现金|七、79|26,690,553.97|28,142,303.88
经营活动现金流入小计||531,864,578.28|372,366,220.98
购买商品、接受劳务支付的现金||356,020,187.32|326,015,722.15
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||64,751,660.10|57,042,251.10
支付的各项税费||10,330,342.40|10,510,797.17
支付其他与经营活动有关的现金|七、79|75,596,584.09|62,661,500.92
经营活动现金流出小计||506,698,773.91|456,230,271.34
经营活动产生的现金流量净额|七、80|25,165,804.37|-83,864,050.36
二、投资活动产生的现金流量：|||
收回投资收到的现金|||5,005,500.00
取得投资收益收到的现金|||121,500.00
处置固定资产、无形资产和其他长期资产收回的现金净额||206,870.08|10,202,654.15
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、79|215,118.75|
投资活动现金流入小计||421,988.83|15,329,654.15
购建固定资产、无形资产和其他长期资产支付的现金||8,861,096.04|64,352,083.47
投资支付的现金||2,045,000.00|1,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、79|6,801,857.31|
投资活动现金流出小计||17,707,953.35|65,352,083.47
投资活动产生的现金流量净额||-17,285,964.52|-50,022,429.32
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||57,648,000.00
其中：子公司吸收少数股东投资收到的现金|||57,648,000.00
取得借款收到的现金||93,500,000.00|129,750,000.00
收到其他与筹资活动有关的现金|七、79|104,053,492.00|89,569,208.89
筹资活动现金流入小计||197,553,492.00|276,967,208.89
偿还债务支付的现金||99,750,000.00|113,450,000.00
分配股利、利润或偿付利息支付的现金||12,051,074.28|20,293,300.76
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、79|68,273,974.17|64,840,000.00
筹资活动现金流出小计||180,075,048.45|198,583,300.76
筹资活动产生的现金流量净额||17,478,443.55|78,383,908.13
四、汇率变动对现金及现金等价物的影响||-54,318.29|-244,247.07
五、现金及现金等价物净增加额|七、80|25,303,965.11|-55,746,818.62
加：期初现金及现金等价物余额|七、80|53,311,801.35|109,058,619.97
六、期末现金及现金等价物余额|七、80|78,615,766.46|53,311,801.35
