page|61
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|130,981,615.78|91,071,801.35
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款|七、5|409,785,975.99|499,495,156.48
应收款项融资|七、6|2,970,000.00|2,740,000.00
预付款项|七、7|8,950,876.66|8,112,292.40
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|4,349,520.55|17,353,513.42
其中：应收利息|七、8||255,345.21
应收股利|||
买入返售金融资产|||
存货|七、9|149,084,192.76|152,875,409.38
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|53,750,906.46|48,360,456.18
流动资产合计||759,873,088.20|820,008,629.21
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|77,241,250.18|38,877,973.33
其他权益工具投资|七、18|200,000.00|200,000.00
其他非流动金融资产|七、19||
投资性房地产|七、20|14,126,539.13|11,658,573.23
固定资产|七、21|316,735,587.79|380,492,228.17
在建工程|七、22|2,548,754.21|3,658,915.84
生产性生物资产|||
油气资产|||
使用权资产|七、25|1,845,270.35|
无形资产|七、26|88,189,307.12|92,339,400.14
开发支出|||
商誉|七、28|15,949,496.68|16,237,072.42
长期待摊费用|七、29|3,944,398.88|9,703,961.34
递延所得税资产|七、30|49,923,556.18|26,243,921.97
page|62
其他非流动资产|七、31|1,239,084.52|1,692,098.02
非流动资产合计||571,943,245.04|581,104,144.46
资产总计||1,331,816,333.24|1,401,112,773.67
流动负债：|||
短期借款|七、32|78,581,683.59|84,706,801.54
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|102,510,839.00|72,725,000.00
应付账款|七、36|128,265,302.59|88,334,793.80
预收款项|七、37|1,009,310.97|651,762.60
合同负债|七、38|45,258,894.96|18,598,616.18
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|16,075,831.12|15,628,422.20
应交税费|七、40|6,067,361.68|9,776,980.36
其他应付款|七、41|213,080,788.64|144,927,680.55
其中：应付利息|七、41|3,159,886.10|2,846,425.66
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|15,686,425.03|15,022,916.66
其他流动负债|七、44|6,943,300.55|3,455,945.39
流动负债合计||613,479,738.13|453,828,919.28
非流动负债：|||
保险合同准备金|||
长期借款|七、45|24,722,916.66|40,060,833.33
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|1,488,924.23|
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|6,336,041.78|6,287,357.49
递延收益|七、51|22,213,094.53|23,632,058.75
递延所得税负债|七、30|652,223.64|1,022,333.00
其他非流动负债|||
非流动负债合计||55,413,200.84|71,002,582.57
负债合计||668,892,938.97|524,831,501.85
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|260,000,000.00|260,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
page|63
资本公积|七、55|524,426,539.17|536,882,560.10
减：库存股|||
其他综合收益|||
专项储备|七、58|18,814,329.68|18,079,733.34
盈余公积|七、59|59,312,785.49|59,312,785.49
一般风险准备|||
未分配利润|七、60|-244,415,665.37|-88,199,932.16
归属于母公司所有者权益（或股东权益）合计||618,137,988.97|786,075,146.77
少数股东权益||44,785,405.30|90,206,125.05
所有者权益（或股东权益）合计||662,923,394.27|876,281,271.82
负债和所有者权益（或股东权益）总计||1,331,816,333.24|1,401,112,773.67
