page|115
项目|附注|2021 年度|2020 年度
一、营业总收入||1,264,045,809.77|1,002,234,628.72
其中：营业收入|七、61|1,264,045,809.77|1,002,234,628.72
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,042,919,654.10|836,289,247.51
其中：营业成本|七、61|471,152,390.33|344,539,245.85
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|13,547,076.05|11,713,835.51
销售费用|七、63|315,269,592.33|268,237,882.14
管理费用|七、64|145,892,837.46|140,127,941.88
研发费用|七、65|94,294,554.88|74,338,738.85
财务费用|七、66|2,763,203.05|-2,668,396.72
其中：利息费用|七、66|8,426,745.78|823,342.77
利息收入|七、66|6,041,292.77|3,740,950.68
加：其他收益|七、67|37,645,498.64|35,662,671.99
投资收益（损失以“－”号填列）|七、68|4,207,226.94|10,184,480.55
其中：对联营企业和合营企业的投资收益|七、68|4,207,226.94|9,171,192.88
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-45,764,005.11|-21,652,318.35
资产减值损失（损失以“-”号填列）||-|
资产处置收益（损失以“－”号填列）|七、73|333,001.99|918,994.73
三、营业利润（亏损以“－”号填列）||217,547,878.13|191,059,210.13
加：营业外收入|七、74|224,933.87|215,916.16
减：营业外支出|七、75|1,115,745.11|2,254,558.29
四、利润总额（亏损总额以“－”号填列）||216,657,066.89|189,020,568.00
减：所得税费用|七、76|20,296,574.88|18,426,157.31
五、净利润（净亏损以“－”号填列）||196,360,492.01|170,594,410.69
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||196,360,492.01|170,594,410.69
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||195,858,904.67|170,825,095.22
2.少数股东损益（净亏损以“-”号填列）||501,587.34|-230,684.53
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||196,360,492.01|170,594,410.69
（一）归属于母公司所有者的综合收益总额||195,858,904.67|170,825,095.22
（二）归属于少数股东的综合收益总额||501,587.34|-230,684.53
八、每股收益：|||
（一）基本每股收益(元/股)||0.47|0.40
（二）稀释每股收益(元/股)||0.45|0.40
