page|61
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||810,705,992.09|1,061,197,417.06
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||896,029.74
应收账款||791,096,800.30|567,026,971.97
应收款项融资||289,080.00|
预付款项||81,289,923.40|47,306,709.97
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||99,865,004.81|49,357,782.19
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||741,779,717.80|368,100,671.55
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||83,312,616.70|8,513,907.00
流动资产合计||2,608,339,135.10|2,102,399,489.48
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||71,900,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||49,237,403.51|50,247,785.14
其他权益工具投资||115,684,146.34|
其他非流动金融资产|||
投资性房地产||34,660,073.34|39,634,905.23
固定资产||1,091,959,618.18|725,907,915.32
在建工程||389,372,544.27|137,092,191.70
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||178,161,978.55|129,677,550.35
开发支出|||
商誉||91,066,885.49|60,408,178.87
长期待摊费用||34,411,871.12|11,516,941.62
递延所得税资产||17,961,695.20|13,163,329.63
其他非流动资产||8,920,000.00|33,905,062.00
page|62
非流动资产合计||2,011,436,216.00|1,273,453,859.86
资产总计||4,619,775,351.10|3,375,853,349.34
流动负债：|||
短期借款||999,367,115.32|673,656,906.54
向中央银行借款|||
拆入资金|||
交易性金融负债||11,985,158.76|
以公允价值计量且其变动计入当期损益的金融负债|||28,361,207.94
衍生金融负债|||
应付票据||18,000,000.00|2,320,000.00
应付账款||485,580,224.95|329,013,624.02
预收款项||60,042,622.55|24,798,063.23
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||39,988,120.41|22,402,906.99
应交税费||35,961,404.50|18,252,583.99
其他应付款||66,874,934.27|11,097,010.20
其中：应付利息|||1,178,762.50
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||300,700,931.15|2,363,984.86
其他流动负债|||
流动负债合计||2,018,500,511.91|1,112,266,287.77
非流动负债：|||
保险合同准备金|||
长期借款||4,735,733.65|
应付债券||176,390,995.76|362,531,327.95
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||5,600,450.69|5,943,335.45
递延所得税负债||7,471,649.57|856,928.22
其他非流动负债||3,239,481.33|9,123,856.17
非流动负债合计||197,438,311.00|378,455,447.79
负债合计||2,215,938,822.91|1,490,721,735.56
所有者权益（或股东权益）：|||
实收资本（或股本）||333,585,453.00|240,000,000.00
其他权益工具||63,494,583.24|139,741,647.63
其中：优先股|||
page|63
永续债|||
资本公积||1,110,506,326.43|890,269,663.13
减：库存股||15,509,250.00|
其他综合收益||-22,703,633.72|-4,740,952.31
专项储备|||
盈余公积||136,059,866.99|103,151,335.94
一般风险准备|||
未分配利润||728,637,733.40|486,082,148.10
归属于母公司所有者权益（或股东权益）合计||2,334,071,079.34|1,854,503,842.49
少数股东权益||69,765,448.85|30,627,771.29
所有者权益（或股东权益）合计||2,403,836,528.19|1,885,131,613.78
负债和所有者权益（或股东权益）总计||4,619,775,351.10|3,375,853,349.34
