page|117
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|717,362,092.85|616,868,021.38
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|57,224,423.10|150,537,838.99
应收账款|七、5|1,559,953,716.35|1,258,500,968.75
应收款项融资|七、6|28,031,250.00|1,714,600.00
预付款项|七、7|498,583,209.16|618,657,666.18
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|4,953,917.08|10,648,074.14
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|1,904,985,197.43|2,449,664,740.23
合同资产|七、10|172,944,267.23|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|120,300,113.81|106,750,793.51
流动资产合计||5,064,338,187.01|5,213,342,703.18
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|109,806,943.17|106,987,804.84
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20||
固定资产|七、21|647,255,244.70|725,179,152.05
在建工程|七、22|351,582,310.42|15,919,654.32
生产性生物资产|||
油气资产|||
使用权资产|七、25|92,614,967.43|
无形资产|七、26|306,364,763.88|280,059,550.44
开发支出|||
商誉|七、29|15,846,890.34|15,846,890.34
长期待摊费用|七、29|19,653,999.71|2,029,308.87
递延所得税资产|七、30|24,827,284.65|17,657,655.63
其他非流动资产|七、31|94,410,870.47|654,361.76
非流动资产合计||1,662,363,274.77|1,164,334,378.25
资产总计||6,726,701,461.78|6,377,677,081.43
流动负债：|||
page|118
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
短期借款|七、32|188,000,000.00|223,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|748,225,478.98|844,375,712.60
应付账款|七、36|1,163,485,181.18|1,032,076,657.07
预收款项|||
合同负债|七、38|1,887,002,325.48|2,446,250,477.97
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|18,328,215.20|23,216,414.98
应交税费|七、40|55,334,714.64|40,101,384.02
其他应付款|七、41|4,536,593.61|4,221,241.26
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|87,048,130.13|40,000,000.00
其他流动负债|七、44|121,998,251.65|139,567,263.81
流动负债合计||4,273,958,890.87|4,792,809,151.71
非流动负债：|||
保险合同准备金|||
长期借款|七、5|370,000,000.00|420,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|77,455,778.55|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|12,181,142.94|13,856,585.30
递延所得税负债|||
其他非流动负债|七、52|-|297,062,654.88
非流动负债合计||459,636,921.49|730,919,240.18
负债合计||4,733,595,812.36|5,523,728,391.89
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|202,666,667.00|152,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|937,511,811.53|131,465,393.96
减：库存股|||
其他综合收益|七、57|248,986.83|207,308.99
page|119
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
专项储备|七、58|22,505,564.56|17,468,041.72
盈余公积|七、59|41,052,671.80|31,053,095.83
一般风险准备|||
未分配利润|七、60|646,969,677.65|347,076,384.71
归属于母公司所有者权益（或股东权益）合计||1,850,955,379.37|679,270,225.21
少数股东权益||142,150,270.05|174,678,464.33
所有者权益（或股东权益）合计||1,993,105,649.42|853,948,689.54
负债和所有者权益（或股东权益）总计||6,726,701,461.78|6,377,677,081.43
