page|138
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,916,143,132.36|2,248,275,272.09
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||108,427,894.52|119,146,704.12
收到其他与经营活动有关的现金|七、78|200,458,504.92|181,406,672.81
经营活动现金流入小计||3,225,029,531.80|2,548,828,649.02
购买商品、接受劳务支付的现金||1,030,690,436.75|667,641,378.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||895,550,893.43|773,214,631.94
支付的各项税费||246,759,874.26|252,936,127.23
支付其他与经营活动有关的现金|七、78|356,384,635.96|359,800,944.38
经营活动现金流出小计||2,529,385,840.40|2,053,593,082.39
经营活动产生的现金流量净额|七、79|695,643,691.40|495,235,566.63
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
page|139
取得投资收益收到的现金||44,398,192.37|18,464,162.57
处置固定资产、无形资产和其他长期资产收回的现金净额||640,816.31|25,674,486.89
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|1,280,773,869.66|658,035,863.33
投资活动现金流入小计||1,325,812,878.34|702,174,512.79
购建固定资产、无形资产和其他长期资产支付的现金||56,825,685.62|44,244,313.73
投资支付的现金||5,107,200.00|11,719,900.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|2,557,000,000.00|1,269,000,000.00
投资活动现金流出小计||2,618,932,885.62|1,324,964,213.73
投资活动产生的现金流量净额||-1,293,120,007.28|-622,789,700.94
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,715,957,409.60|459,391,000.00
其中：子公司吸收少数股东投资收到的现金||7,720,000.00|631,000.00
取得借款收到的现金||101,000,000.00|74,717,996.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,816,957,409.60|534,108,996.00
偿还债务支付的现金||145,119,785.00|128,434,450.00
分配股利、利润或偿付利息支付的现金||4,797,232.66|195,064,424.92
其中：子公司支付给少数股东的股利、利润||1,316,700.00|
支付其他与筹资活动有关的现金|七、78|41,868,619.12|
筹资活动现金流出小计||191,785,636.78|323,498,874.92
筹资活动产生的现金流量净额||1,625,171,772.82|210,610,121.08
四、汇率变动对现金及现金等价物的影响||-10,254,705.64|2,788,390.21
五、现金及现金等价物净增加额||1,017,440,751.30|85,844,376.98
加：期初现金及现金等价物余额||298,258,377.21|212,414,000.23
六、期末现金及现金等价物余额|七、79|1,315,699,128.51|298,258,377.21
