page|98
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,132,795.38|3,139,958.48
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
page|99
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||8,251,056.83|5,700,274.82
收到其他与经营活动有关的现金|七、78（1）|222,928,441.75|41,128,182.70
经营活动现金流入小计||236,312,293.96|49,968,416.00
购买商品、接受劳务支付的现金||-211,919,219.50|-38,519,203.03
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||-134,859,162.99|-88,732,235.25
支付的各项税费||-2,257,828.59|-2,134,161.39
支付其他与经营活动有关的现金|七、78（2）|-237,209,777.87|-74,830,873.23
经营活动现金流出小计||-586,245,988.95|-204,216,472.90
经营活动产生的现金流量净额||-349,933,694.99|-154,248,056.90
二、投资活动产生的现金流量：|||
收回投资收到的现金||5,601,000,000.00|490,000,000.00
取得投资收益收到的现金||28,663,455.14|13,155,143.20
处置固定资产、无形资产和其他长期资产收回的现金净额||-|10,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|625,952,000.00|464,710,000.00
投资活动现金流入小计||6,255,615,455.14|967,875,143.20
购建固定资产、无形资产和其他长期资产支付的现金||-288,292,543.05|-116,924,712.49
投资支付的现金||-6,150,000,000.00|-461,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|-137,010,000.00|-1,203,652,000.00
page|100
投资活动现金流出小计||-6,575,302,543.05|-1,781,576,712.49
投资活动产生的现金流量净额||-319,687,087.91|-813,701,569.29
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,983,775,680.00|1,127,769,646.18
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||4,983,775,680.00|1,127,769,646.18
偿还债务支付的现金||-20,000,000.00|-
分配股利、利润或偿付利息支付的现金||-6,691,293.32|-8,782,975.35
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|-16,047,782.37|-28,161,833.71
筹资活动现金流出小计||-42,739,075.69|-36,944,809.06
筹资活动产生的现金流量净额||4,941,036,604.31|1,090,824,837.12
四、汇率变动对现金及现金等价物的影响||-27,360,030.04|21,724,434.62
五、现金及现金等价物净增加额||4,244,055,791.37|144,599,645.55
加：期初现金及现金等价物余额||201,973,212.01|57,373,566.46
六、期末现金及现金等价物余额||4,446,029,003.38|201,973,212.01
