page|84
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,543,082,394.44|1,263,432,245.63
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||8,970,933.44|11,613,450.51
收到其他与经营活动有关的现金|七、78|82,650,448.50|105,805,424.66
经营活动现金流入小计||1,634,703,776.38|1,380,851,120.80
购买商品、接受劳务支付的现金||875,970,220.42|721,359,757.31
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||194,400,176.25|172,084,049.18
支付的各项税费||77,878,931.29|88,114,860.63
支付其他与经营活动有关的现金|七、78|167,289,112.77|133,524,057.46
经营活动现金流出小计||1,315,538,440.73|1,115,082,724.58
经营活动产生的现金流量净额||319,165,335.65|265,768,396.22
二、投资活动产生的现金流量：|||
收回投资收到的现金|||85,241,154.82
取得投资收益收到的现金||5,585,960.24|1,550,500.00
处置固定资产、无形资产和其他长期资产收回的现金净额||18,778,200.00|12,200.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||24,364,160.24|86,803,854.82
购建固定资产、无形资产和其他长期资产支付的现金||285,266,052.90|190,496,895.38
投资支付的现金||35,706,494.75|67,760,600.83
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||62,880,000.00|64,450,999.96
支付其他与投资活动有关的现金|七、78||1,500,000.00
投资活动现金流出小计||383,852,547.65|324,208,496.17
投资活动产生的现金流量净额||-359,488,387.41|-237,404,641.35
page|85
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,608,400.00|15,000,000.00
其中：子公司吸收少数股东投资收到的现金||1,608,400.00|15,000,000.00
取得借款收到的现金||439,434,798.19|673,010,000.00
收到其他与筹资活动有关的现金|七、78|180,531,951.58|65,449,629.96
筹资活动现金流入小计||621,575,149.77|753,459,629.96
偿还债务支付的现金||591,049,674.29|487,807,119.03
分配股利、利润或偿付利息支付的现金||107,600,819.79|70,095,895.79
其中：子公司支付给少数股东的股利、利润||33,589,567.48|12,718,000.00
支付其他与筹资活动有关的现金|七、78|81,572,446.03|60,840,908.11
筹资活动现金流出小计||780,222,940.11|618,743,922.93
筹资活动产生的现金流量净额||-158,647,790.34|134,715,707.03
四、汇率变动对现金及现金等价物的影响||-267,336.19|61,418.64
五、现金及现金等价物净增加额||-199,238,178.29|163,140,880.54
加：期初现金及现金等价物余额||397,877,284.67|234,736,404.13
六、期末现金及现金等价物余额||198,639,106.38|397,877,284.67
