page|59
项目 附注 2021 年 12 月 31 日 2020 年 12 月 31 日|||
流动资产：|||
货币资金||641,970,401.78|834,152,366.22
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款||103,130.25|90,944.97
应收款项融资|||
预付款项||54,782,504.19|101,435,379.97
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||26,327,675.36|31,143,211.03
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||15,465,359,502.09|18,375,656,008.62
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||709,216,994.89|862,994,724.93
流动资产合计||16,897,760,208.56|20,205,472,635.74
非流动资产：|||
发放贷款和垫款|||
债权投资|||285,000,000.00
其他债权投资|||
长期应收款|||
长期股权投资||393,168,594.41|429,523,945.06
其他权益工具投资||42,282,195.00|42,282,195.00
其他非流动金融资产|||
投资性房地产||1,409,267,837.53|1,721,276,102.56
固定资产||70,251,162.22|77,436,033.72
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||5,349,842.02|5,493,461.94
开发支出|||
商誉||10,548,333.22|10,548,333.22
长期待摊费用||2,455,737.46|3,373,319.72
递延所得税资产||2,021,900.45|12,769,751.21
其他非流动资产||83,855,000.00|150,485,000.00
非流动资产合计||2,019,200,602.31|2,738,188,142.43
资产总计||18,916,960,810.87|22,943,660,778.17
流动负债：|||
短期借款||285,021,106.00|324,989,938.48
向中央银行借款|||
拆入资金|||
page|60
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款||1,454,802,221.79|1,372,928,459.61
预收款项||26,217,995.15|21,518,471.34
合同负债||3,465,658,316.90|4,121,896,817.17
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||3,573,503.69|6,404,396.74
应交税费||201,935,498.24|316,068,538.03
其他应付款||3,317,145,965.35|3,163,486,068.75
其中：应付利息||137,518,194.56|54,051,433.88
应付股利||28,819,226.28|29,361,999.21
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||4,851,854,482.33|5,183,589,413.07
其他流动负债||218,213,314.03|182,948,760.03
流动负债合计||13,824,422,403.48|14,693,830,863.22
非流动负债：|||
保险合同准备金|||
长期借款||3,982,049,220.00|5,334,990,000.00
应付债券|||295,000,000.00
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||38,325,013.34|6,355,627.38
长期应付职工薪酬|||
预计负债||9,155,747.96|7,755,241.43
递延收益|||
递延所得税负债||1,815,734.67|1,815,734.67
其他非流动负债||8,020,246.16|8,020,246.16
非流动负债合计||4,039,365,962.13|5,653,936,849.64
负债合计||17,863,788,365.61|20,347,767,712.86
所有者权益（或股东权益）：|||
实收资本（或股本）||1,105,700,000.00|1,105,700,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,400,709,733.27|2,205,241,832.32
减：库存股|||
其他综合收益||-500,000.00|-500,000.00
专项储备|||
盈余公积||304,265,165.37|304,265,165.37
一般风险准备|||
未分配利润||-3,319,979,130.14|-1,476,130,348.53
归属于母公司所有者权益（或股东权益）合计||490,195,768.50|2,138,576,649.16
少数股东权益||562,976,676.76|457,316,416.15
所有者权益（或股东权益）合计||1,053,172,445.26|2,595,893,065.31
负债和所有者权益（或股东权益）总计||18,916,960,810.87|22,943,660,778.17
