page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,197,671,436.45|3,564,728,890.55
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|86
代理买卖证券收到的现金净额|||
收到的税费返还||13,775,590.12|8,226,596.65
收到其他与经营活动有关的现金||531,466,359.61|306,053,255.30
经营活动现金流入小计||3,742,913,386.18|3,879,008,742.50
购买商品、接受劳务支付的现金||3,276,810,403.23|3,101,360,057.41
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||72,995,429.79|64,059,541.31
支付的各项税费||85,548,459.71|108,343,970.17
支付其他与经营活动有关的现金||632,368,094.86|351,078,363.48
经营活动现金流出小计||4,067,722,387.59|3,624,841,932.37
经营活动产生的现金流量净额||-324,809,001.41|254,166,810.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,881,898,813.28|6,941,837,353.04
取得投资收益收到的现金||18,758,809.56|27,900,957.59
处置固定资产、无形资产和其他长期资产收回的现金净额||205,720.00|375,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||15,000,000.00
投资活动现金流入小计||3,900,863,342.84|6,985,113,310.63
购建固定资产、无形资产和其他长期资产支付的现金||464,244,926.40|268,521,601.46
投资支付的现金||3,881,946,399.14|6,928,783,370.24
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||42,000,000.00|232,809,253.92
支付其他与投资活动有关的现金|||15,000,000.00
投资活动现金流出小计||4,388,191,325.54|7,445,114,225.62
投资活动产生的现金流量净额||-487,327,982.70|-460,000,914.99
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||577,829,996.54|
page|87
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||713,800,943.40
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||577,829,996.54|713,800,943.40
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||220,346,466.01|156,800,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||1,908,700.96|1,510,377.37
筹资活动现金流出小计||222,255,166.97|158,310,377.37
筹资活动产生的现金流量净额||355,574,829.57|555,490,566.03
四、汇率变动对现金及现金等价物的影响||-3,805,760.22|-17,485,532.94
五、现金及现金等价物净增加额||-460,367,914.76|332,170,928.23
加：期初现金及现金等价物余额||1,588,294,901.18|1,256,123,972.95
六、期末现金及现金等价物余额||1,127,926,986.42|1,588,294,901.18
