page|58
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||436,321,242.68|348,265,403.79
结算备付金|||
拆出资金|||
交易性金融资产||310,853,439.27|
衍生金融资产|||
应收票据|||
应收账款||45,297,027.70|101,332,409.70
应收款项融资||2,589,770.70|23,509,671.58
预付款项||196,273,037.91|140,400,252.12
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||23,746,039.77|19,639,956.84
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||804,728,579.44|639,388,387.92
合同资产|||
持有待售资产|||
page|59
一年内到期的非流动资产|||
其他流动资产||257,961,287.81|10,426,825.23
流动资产合计||2,077,770,425.28|1,282,962,907.18
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||376,266,660.45|386,233,995.39
在建工程||58,578,131.77|13,372,708.55
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||57,697,498.48|55,418,241.54
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产||2,670,663.66|2,847,558.18
其他非流动资产|||
非流动资产合计||495,212,954.36|457,872,503.66
资产总计||2,572,983,379.64|1,740,835,410.84
流动负债：|||
短期借款||20,198,333.38|420,162,923.21
向中央银行借款|||
拆入资金|||
交易性金融负债||108,000.00|
衍生金融负债|||
应付票据||192,750,000.00|114,100,000.00
应付账款||129,217,303.82|142,467,135.33
预收款项|||73,632,234.83
合同负债||160,530,990.38|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||34,924,868.52|28,537,829.12
应交税费||33,229,939.13|8,486,743.86
其他应付款||6,230,262.16|1,318,628.76
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
page|60
其他流动负债||14,572,531.46|
流动负债合计||591,762,228.85|788,705,495.11
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||15,913,807.85|12,162,715.67
递延所得税负债||128,015.89|
其他非流动负债|||
非流动负债合计||16,041,823.74|12,162,715.67
负债合计||607,804,052.59|800,868,210.78
所有者权益（或股东权益）：|||
实收资本（或股本）||393,400,000.00|295,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||770,012,468.87|118,413,034.89
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||83,836,962.65|56,346,999.26
一般风险准备|||
未分配利润||717,929,895.53|470,207,165.91
归属于母公司所有者权益（或股东权益）合计||1,965,179,327.05|939,967,200.06
少数股东权益|||
所有者权益（或股东权益）合计||1,965,179,327.05|939,967,200.06
负债和所有者权益（或股东权益）总计||2,572,983,379.64|1,740,835,410.84
