page|89
项目|附注|2021 年度|2020 年度
一、营业总收入||4,324,418,205.01|3,339,906,829.13
其中：营业收入|七、61|4,324,418,205.01|3,339,906,829.13
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,036,842,241.61|3,193,631,514.89
其中：营业成本|七、61|1,313,687,430.22|1,079,582,090.41
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|24,571,042.36|22,700,112.62
销售费用|七、63|2,231,439,823.11|1,640,257,649.90
管理费用|七、64|162,821,102.85|145,099,776.14
研发费用|七、65|79,474,441.28|66,761,804.63
财务费用|七、66|224,848,401.79|239,230,081.19
其中：利息费用||226,138,916.11|248,030,902.36
利息收入||3,317,764.65|11,813,383.25
加：其他收益|七、67|7,096,782.09|9,526,723.41
投资收益（损失以“－”号填列）|||
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-9,366,174.58|-5,985,314.26
资产减值损失（损失以“-”号填列）|七、72|-1,456,271.25|-775,082,541.54
资产处置收益（损失以“－”号填列）|七、73|-358,455.25|-45,494.15
三、营业利润（亏损以“－”号填列）||283,491,844.41|-625,311,312.30
加：营业外收入|七、74|29,868,034.66|39,853,693.76
减：营业外支出|七、75|1,341,261.64|7,006,705.41
四、利润总额（亏损总额以“－”号填列）||312,018,617.43|-592,464,323.95
减：所得税费用|七、76|88,004,144.73|46,786,305.28
page|90
五、净利润（净亏损以“－”号填列）||224,014,472.70|-639,250,629.23
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||224,014,472.70|-639,250,629.23
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||224,014,472.70|-623,748,192.30
2.少数股东损益（净亏损以“-”号填列）|||-15,502,436.93
六、其他综合收益的税后净额||-227,481.36|462,921.69
（一）归属母公司所有者的其他综合收益的税后净额||-227,481.36|462,911.41
1．不能重分类进损益的其他综合收益||100,886.33|284,287.86
（1）重新计量设定受益计划变动额||100,886.33|284,287.86
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-328,367.69|178,623.55
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-328,367.69|178,623.55
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||10.28
七、综合收益总额|七、77|223,786,991.34|-638,787,707.54
（一）归属于母公司所有者的综合收益总额||223,786,991.34|-623,285,280.89
（二）归属于少数股东的综合收益总额|||-15,502,426.65
八、每股收益：|||
（一）基本每股收益(元/股)||0.83|-2.50
（二）稀释每股收益(元/股)||0.81|-2.50
