page|100
项目|附注|2020 年度|2019 年度
一、营业总收入||848,134,248.37|1,114,188,921.19
其中：营业收入||848,134,248.37|1,114,188,921.19
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||805,559,781.59|908,492,040.07
其中：营业成本||470,316,124.00|539,973,862.32
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||9,452,431.87|13,353,783.65
销售费用||48,338,004.61|57,017,520.23
管理费用||209,079,757.37|226,758,452.28
研发费用||15,785,466.05|29,419,381.55
财务费用||52,587,997.69|41,969,040.04
其中：利息费用||52,717,536.43|44,780,870.82
page|101
利息收入||5,334,108.89|8,751,397.93
加：其他收益||60,762,273.61|26,849,774.90
投资收益（损失以“－”号填列）||6,309,906.29|41,242,645.36
其中：对联营企业和合营企业的投资收益||-2,672,032.10|-1,701,259.46
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-825,000.00|
信用减值损失（损失以“-”号填列）||-682,494.58|2,916,541.21
资产减值损失（损失以“-”号填列）||-10,361,418.64|-16,173,307.65
资产处置收益（损失以“－”号填列）||7,527,728.69|-102,783.99
三、营业利润（亏损以“－”号填列）||105,305,462.15|260,429,750.95
加：营业外收入||95,218,277.85|92,375,160.21
减：营业外支出||2,824,303.20|6,199,162.25
四、利润总额（亏损总额以“－”号填列）||197,699,436.80|346,605,748.91
减：所得税费用||59,551,930.54|91,972,680.32
五、净利润（净亏损以“－”号填列）||138,147,506.26|254,633,068.59
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||138,078,574.18|254,633,068.59
2.终止经营净利润（净亏损以“－”号填列）||68,932.08|
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||161,059,744.20|244,294,668.63
2.少数股东损益（净亏损以“-”号填列）||-22,912,237.94|10,338,399.96
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值|||
page|102
变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||138,147,506.26|254,633,068.59
（一）归属于母公司所有者的综合收益总额||161,059,744.20|244,294,668.63
（二）归属于少数股东的综合收益总额||-22,912,237.94|10,338,399.96
八、每股收益：|||
（一）基本每股收益(元/股)||0.28|0.42
（二）稀释每股收益(元/股)||0.27|0.42
